,Product Index,Product Name,Product Specification,Product Brand Number,Product Price
202,S1076001_S_193386457664,C340-14IWL (81N4005FHH) 筆記型電腦,None,3301,8580.0
203,H0762001_S_Acer-SF314-55G-59BG-007160326,"Swift 3 筆記型電腦 (14"", i5-8265U, 8GB RAM, 512GB SSD, MX250, Win10 Home) SF314-55G-59BG",8GB+512GB+55G,3001,6198.0
204,H0661010_S_13L-R2500-S-W10,"Inspiron 13-5370 Silver (i3/8G/256G/13.3"" IPS)",8G+256G,2951,5849.0
205,H0800001_S_U758K501B,"U758K501B 日本制造手提電腦 15.6"" 4K Mon  i5-8250 8GB 256GB WIN10 Home",8GB+256GB,2551,8998.0
206,S1076001_S_193386930013,LENOVO L340-15IWL (81LG00GQHH) 手提電腦,00G,3301,4020.0
207,H5899002_S_NS12A1HK001P,"AVITA 12.5"" i5-7Y54 手提電腦 (天使藍)",None,2051,4799.0
208,H5899002_S_NS13A1HK008P,"AVITA 13"" M3-7Y30 手提電腦 (都市紅 )",None,2051,3899.0
209,H0661010_S_15KMLK-R2522H-S-W10,"Inspiron 15-7580 (i5/8G/1T+128G/MX250/15.6"")",8G+128G,2951,8499.0
210,H5899002_S_NS12A1HK003P,"AVITA 12.5"" i5-7Y54 手提電腦 (丁香紫)",None,2051,4799.0
211,H0762001_S_Acer-SF313-51-52CA-007160323,"Swift 3 筆記型電腦 (13.3"", i5-8250U, 8GB RAM, 512GB SSD, Win10 Home) SF313-51-52CA",8GB+512GB,3001,5398.0
212,H6628001_S_Blade15-i7-RTX2060,Blade15-i7-RTX2060 電競筆電,None,201,18800.0
213,H0800001_S_U938T701B,"U938T701B 日本制造13.3""手提電腦",None,2551,16980.0
214,H5023002_S_81J0002UHH,YOGA S730 13.3吋 8代i7 多模式鋁金屬纖薄電腦 (81J0002UHH) - 全新機,None,3301,9798.0
215,G5031001_S_MV992,"13-inch MacBook Pro, 2.4GHz i5, 256GB (2019) - 銀色 #HK行貨",4G+256GB,3251,14299.0
216,H5866001_S_MR932ZP,"2018 MacBook Pro 15"" 觸控欄 256GB 太空灰",256GB,3251,16188.0
217,H6934001_S_XPS15-9570-R1542-S-W10P,XPS15-9570-R1542-S-W10P,None,2951,9999.0
218,H0762001_S_NP550XBE-X01HK-800160315,"Notebook 5 筆記型電腦 (15.6"", i7-8565U, 16GB RAM, 1TB HDD, 256GB SSD, MX150, Win10 Home) NP550XBE-X01HK",16GB+256GB,3351,8498.0
219,H6628001_S_GT7-8SG-4K-I9,GT75-8SG-4K-I9,None,2901,44800.0
220,H6628001_S_GF63-8RD,MSI GF63 8RD 窄邊框電競筆電,None,2901,10800.0
221,H0661010_S_ALW17C-R5762-S-W10,"17 R5 (i7/16G/1T+256G/GTX1060OC/17.3"")",16G+256G,2851,17999.0
222,H0661010_S_15KMLK-R2722-S-W10,"Inspiron 15-7580 (i7/8G/1T+128G/MX250/15.6"")",8G+128G,2951,10499.0
223,H6628001_S_PS42-8MO,PS42-MODERN-8MO-I5,8M,2901,8250.0
224,H0661010_S_ALWA51M-R1982-W-W10,"Area-51m(i9/32G/RAID0@1T+1T/RTX2080/17.3"")",32G,2851,43999.0
225,H5023002_S_20Q0S05E00,ThinkPad X390 13.3吋 8代i7 16G 極致靈巧商務手提電腦 (20Q0S05E00) - 全新機,16G,3301,13568.0
226,S1076001_S_193268289352,IP S530-13IWL (81J7001MHH) 手提筆記型電腦,7001M,2501,8243.0
227,H6603001_S_Acer_SF515_51T_7024_NX_H7QCF_002,"SF515 15.6"" IPS FHD i7-8565u 16G 512G SHARE Win10 Home (銀色)",16G+512G,3001,8499.0
228,H5023001_S_80Y8001WHH,Yoga 920 8代 i7 星球大戰特別版(銀河帝國) (80Y8001WHH) - 開箱機,None,3301,11999.0
229,H0661010_S_XPS13-9380-R1500-S-W10,"XPS13-9380 (i5/8G/256G SSD/13.3"")",8G+256G,2951,10999.0
230,H5866001_S_MR9U2ZP,"2018 MacBook Pro 13"" 觸控欄 256GB 銀色",256GB,3251,12888.0
231,H5023001_S_80Y8001XHH,Yoga 920 8代 i7 星球大戰特別版(反抗軍) (80Y8001XHH) - 開箱機,None,3301,11999.0
232,S1076001_S_193638388005,LENOVO L340-17IWL (81M0005MHH) 手提電腦,81M+0005M,3301,6900.0
233,H0661010_S_XPS13-9380-R1700-S-W10,"XPS13-9380 (i7/8G/256G SSD/13.3"")",8G+256G,2951,12999.0
234,H6202001_S_Lat3400-i5-8G-256GSSD,Latitude 3400 i5-8265U/8G/256G SSD (現貨),8G+256G,2951,6000.0
235,H5899002_S_NS12A1HK005P,"AVITA 12.5"" i5-7Y54 手提電腦 (澄空藍  )",None,2051,4799.0
236,H5866001_S_MR9V2ZPAC,"2018 MacBook Pro 13"" 觸控欄 512GB 銀色連 AppleCare+ 3年保養服務",512GB,3251,15888.0
237,H6603001_S_Acer_SF515_51T_57PL_NX_H7QCF_001,"SF515 15.6"" IPS FHD i5-8265u 8G 256G SHARE Win10 Home (銀色)",8G+256G,3001,7299.0
238,H6603001_S_ASUS_UX431FN_SP8502T,"ASUS UX431FN-SP8502T 14"" IPS 1920x1080 i7-8565u 16G 512G MX150-2G Win10 Home",16G+512G+2G,2751,8999.0
239,H5023002_S_80X6000WHH_BN,Yoga 720 7代 i5 方便易攜效能強勁筆電 (80X6000WHH) - 全新機,None,3301,6499.0
240,S1076001_S_193638012245,LENOVO S145-14IWL (81MU00B7HH) 手提電腦,81M,3301,4899.0
241,H5899001_S_81DM005PHH,IdeaPad 330-17IKB (81DM005PHH) 手提電腦【入優惠碼 “R4CP350” 即時再減】,None,3301,7799.0
242,H0762001_S_NP750XBE-X02HK-800160317,"Notebook 7 筆記型電腦 (15.6"", i7-8565U, 16GB RAM, 512GB SSD, MX250, Win10 Home) NP750XBE-X02HK",16GB+512GB,3351,11298.0
243,S1076001_S_193386457251,LENOVO S340-14IWL (81N7007VHH) 手提電腦,None,3301,6300.0
244,S1076001_S_193638388029,LENOVO L340-17IWL (81M0005QHH) 手提電腦,81M,3301,7945.0
245,S1076001_S_193638012238,LENOVO L340-15IWL (81LG00HPHH) 手提電腦,None,3301,5580.0
246,H6628001_S_GS75-9SD,MSI GS75 Stealth 9SD 電競筆電,None,2901,17500.0
247,H6628001_S_GE63-8SE,GE63 RAIDER RGB 8SE,None,2901,16300.0
248,H5899002_S_NS12A1HK004P,"AVITA 12.5"" i5-7Y54 手提電腦 (烗彩綠)",None,2051,4799.0
249,H0661010_S_XPS13-9380-R1700HW-W-W10,"XPS13-9380 (i7/16G/512G SSD/13.3"")",16G+512G,2951,14999.0
250,H0762001_S_NP750XBE-X01HK-800160316,"Notebook 7 筆記型電腦 (15.6"", i5-8265U, 8GB RAM, 256GB SSD, MX250, Win10 Home) NP750XBE-X01HK",8GB+256GB,3351,8898.0
251,H5866001_S_MPXU2ZP,13 吋 MacBook Pro 2.3GHz 處理器 256GB 儲存空間 銀色 (選取除舊服務),3G+256GB,3251,11488.0
252,H6934001_S_XPS15-7590-R1940UO-S-W10,XPS15-7590-R1940UO-S-W10,None,2951,18999.0
253,H0762001_S_NP14N1HK001P-140160067,"(14"" i5 8GB 256GB SSD Win10 Pro) Nexstgo NX101 筆記簿型電腦 (NP14N1HK001P)",8GB+256GB,851,7898.0
254,H5866001_S_MR972ZPAC,"2018 MacBook Pro 15"" 觸控欄 512GB 銀色連 AppleCare+ 3年保養服務",512GB,3251,22388.0
255,H6781001_S_WL-UG69DK7,DisplayLink USB-C 5K輸出多功能擴展基座 HDMI / DisplayPort 雙4K輸出 千兆網口,None,1201,1080.0
256,H0661010_S_ALWA51M-R1762-B-W10,"Area-51m(i7/16G/1T+256G/RTX2060/17.3"")",16G+256G,2851,25999.0
257,H5189001_S_AORUS5,Gigabyte AORUS 5,None,2701,9299.0
258,H5189001_S_AORUS15-SA,Gigabyte AORUS 15-SA,None,2701,11999.0
259,H6934001_S_Ins3480-R1300HD-S-W10,Inspiron 14 3480 黑色,None,2951,3699.0
260,H0661010_S_ALWA51M-R1982-B-W10,"Area-51m(i9/32G/RAID0@1T+1T/RTX2080/17.3"")",32G,2851,43999.0
261,H5899001_S_81DM005NHH,IdeaPad 330-17IKB (81DM005NHH) 手提電腦,None,3301,6799.0
262,H6934001_S_ALWA51M-R1982-W-W10,ALWA51M-R1982-W-W10,51M,2951,38999.0
263,H6628001_S_PS42-8RC,PS42-MODERN-8RC I7,None,2901,15800.0
264,H0661010_S_XPS13-9380-R1700W-W-W10,"XPS13-9380 (i7/8G/256G M.2 SSD/13.3"")",8G+256G,2951,12999.0
265,H5189001_S_AORUS15-XA,Gigabyte AORUS 15-XA,None,2701,18499.0
266,H6628001_S_P65-9SE-4K,P65-9SE-4K,None,2901,19800.0
267,H5189001_S_AORUS7,Gigabyte AORUS 7,None,2701,11399.0
268,H6629001_S_MS-NB-GS658SF-I7-16GS-207,"MSI GS65 Stealth 8SF (GeForce® RTX2070 with Max-Q Design, 8GB GDDR6) Gaming Notebook",8GB,2901,21999.0
269,S1076001_S_193386667605,LENOVO L340-15IRH (81LK004CHH) 手提電腦,None,3301,8640.0
270,H5866001_S_MR9R2ZPAC,"2018 MacBook Pro 13"" 觸控欄 512GB 太空灰連AppleCare+ 3年保養服務",512GB,3251,15888.0
271,G5031001_S_MV972,"13-inch MacBook Pro, 2.4GHz i5, 512GB (2019) - 太空灰 #HK行貨",4G+512GB,3251,15799.0
272,H6628001_S_PS63-8M,PS63-MODERN-8RC,None,2901,12800.0
273,H6628001_S_GT75-9SG-i9,GT75 Titan 9SG i9 電競筆電,None,2901,43800.0
274,H5189001_S_AERO15-XA-i7-240Hz,Gigabyte AERO 15 XA i7 240Hz,None,2701,20499.0
275,S1076001_S_31PF0E9006QHH,LENOVO IDEACENTRE A340-22ICB (PF0E9006QHH) 手提電腦,None,3301,6678.0
276,H5023002_S_80VR00AQHH_BN,Legion Y720 i7 16G 強勁遊戲手提電腦 (80VR00AQHH) - 全新機,16G,3301,8999.0
277,H6628001_S_GS65-8RE,MSI GS65 8SE Stealth 電競輕薄筆電,None,2901,19800.0
278,H6628001_S_GS75-9SG,GS75 Stealth 9SG 電競筆電,None,2901,30800.0
279,H6628001_S_GS75-9SE,MSI GS75 Stealth 9SE 電競筆電,None,2901,20800.0
280,H0661010_S_ALW15M-R2762-S-W10,"M15 (i7/16G/1T+256G/RTX2060/15.6"")",16G+256G,2851,19999.0
281,H6628001_S_P65-9SF,P65-CREATOR-9SF,None,2901,18800.0
282,H6629001_S_MS-NC-GS658SE-I7-16GS-206,"MSI GS65 Stealth 8SE (GeForce® RTX 2060 ,GDDR6 6GB) Gaming Notebook",6GB,2901,18999.0
283,H0661010_S_ALW15M-R2980-S-W10,"M15 (i9/32G/1T/RTX2080/15.6"")",32G,2851,34999.0
284,H0762001_S_NP760XBE-X01HK-800160318,"Notebook 7 Force 筆記型電腦 (15.6"", i7-8565U, 16GB RAM, 512GB SSD, GTX1650, Win10 Home) NP760XBE-X01HK",16GB+512GB,3351,12598.0
285,H0762001_S_NP950XBE-X01HK-800160311,(15 MX150 i7 8GB 256GB NVMe SSD Win10) Notebook 9 Always (NP950XBE-X01HK) 筆記簿型電腦,8GB+256GB,3351,12998.0
286,H5866001_S_MR942ZP,"2018 MacBook Pro 15"" 觸控欄 512GB 太空灰",512GB,3251,19788.0
287,H5866001_S_MR942ZPAC,"2018 MacBook Pro 15"" 觸控欄 512GB 太空灰連 AppleCare+ 3年保養服務",512GB,3251,22388.0
288,H5866001_S_MR962ZPAC,"2018 MacBook Pro 15"" 觸控欄 256GB 銀色連 AppleCare+ 3年保養",256GB,3251,18398.0
289,H5866001_S_MR9R2ZP,"2018 MacBook Pro 13"" 觸控欄 512GB 太空灰",512GB,3251,14188.0
290,H5866001_S_MR9U2ZPAC,"2018 MacBook Pro 13"" 觸控欄 256GB 銀色 AppleCare+ 3年保養",256GB,3251,14588.0
291,G5031001_S_MV962,"13-inch MacBook Pro, 2.4GHz i5, 256GB (2019) - 太空灰 #HK行貨",4G+256GB,3251,14299.0
292,H6934001_S_ALWA51M-R1782H-B-W10,ALWA51M-R1782H-B-W10,51M,2951,32999.0
293,H5189001_S_AERO15-YA,Gigabyte AERO 15 OLED-YA,None,2701,34499.0
294,H5189001_S_AERO15-XA-i7,Gigabyte AERO 15 OLED-XA i7,None,2701,21999.0
295,H5189001_S_AERO-17-WA,Gigabyte AERO 17 WA 144Hz,None,2701,17999.0
296,H5189001_S_AERO-17-SA,Gigabyte AERO 17 SA 144Hz,None,2701,15299.0
297,H6934001_S_Ins3480-R1300HD-B-W10,Inspiron 14 3480 銀色,None,2951,3699.0
298,H6629001_S_MS-NB-GS758SE-I7-16GS-206,"MSI GS75 Stealth 8SE (GeForce® RTX 2060 ,GDDR6 6GB) Gaming Notebook",6GB,2901,19999.0
299,H0661010_S_ALW15M-R2980-R-W10,"M15 (i9/32G/1T/RTX2080/15.6"")",32G,2851,34999.0
300,H5023002_S_20Q0S05D00,ThinkPad X390 13.3吋 8代i5 16G 極致靈巧商務手提電腦 (20Q0S05D00) - 全新機,16G,3301,12598.0
301,H5866001_S_MPXT2ZPAPPLECARE,13 吋 MacBook Pro 2.3GHz 處理器 256GB 儲存空間 銀色 (選取除舊服務),3G+256GB,3251,13456.0
302,H5866001_S_MR932ZPAC,"2018 MacBook Pro 15"" 觸控欄 256GB 太空灰 AppleCare+ 3年保養服務",256GB,3251,18398.0
303,H5866001_S_MR972ZP,"2018 MacBook Pro 15"" 觸控欄 512GB 銀色",512GB,3251,19788.0
304,H5866001_S_MR9V2ZP,"2018 MacBook Pro 13"" 觸控欄及 Touch ID 銀色",None,3251,14188.0
305,H6628001_S_GT75-9SF,GT75 Titan 9SF i7 電競筆電,None,2901,26800.0
306,H5023001_S_80Q10058HH,IdeaPad Y900-17ISK 4核心 Core i7 配GTX980M-8GB電競手提電腦(80Q10058HH) - 高質開盒產品,980M+8GB,3301,9999.0
307,H5023001_S_80Q10058HH,IdeaPad Y900-17ISK 4核心 Core i7 配GTX980M-8GB電競手提電腦(80Q10058HH) - 高質開盒產品,980M+8GB,3301,9999.0
308,H5866001_S_MR962ZP,"2018 MacBook Pro 15"" 觸控欄 256GB 銀色",256GB,3251,16188.0
309,H6628001_S_P65-9SF-4K,P65-CREATOR-9SF-4K,None,2901,21800.0
310,H6628001_S_GT75-9SG-i7,GT75 Titan 9SG - i7 電競筆電,None,2901,32500.0
311,H0661010_S_ALWA51M-R1762-W-W10,"Area-51m(i7/16G/1T+256G/RTX2060/17.3"")",16G+256G,2851,25999.0
312,H6628001_S_P75-9SF-4K-I9,P75-CREATOR 9SF-4K-I9,None,2901,29800.0
313,H6628001_S_GT75-8SG-4K,GT75-TITAN-8SG-4K,None,2901,35800.0
314,H5189001_S_AERO15-classic-SA,Gigabyte AERO 15 Classic-SA,None,2701,13999.0
315,H5189001_S_AERO-17-XA,Gigabyte AERO 17 XA 144Hz,None,2701,21999.0
316,H0661010_S_ALW15M-R2782-R-W10,"M15 (i7/16G/1T+256G/RTX2070/15.6"")",16G+256G,2851,21999.0
317,H0661010_S_ALWA51M-R1782-W-W10,"Area-51m(i7/16G/1T+256G/RTX2070/17.3"")",16G+256G,2851,27999.0
318,H0661010_S_ALWM17-R1982-S-W10,"M17 (i9/16G/1T+512G/RTX2080/17.3""UHD)",16G+512G,2851,37999.0
319,S1076001_S_90K800CEHH,LENOVO IDEACENTRE 510S-07ICB (90K800CEHH) 桌上型電腦       ,None,3301,4700.0
320,S1076001_S_31P90K800CUHH,LENOVO IDEACENTRE 510S-07ICB (90K800CUHH)桌上型電腦       ,None,3301,5263.0
321,H6934001_S_ALWA51M-R1782-W-W10,ALWA51M-R1782-W-W10,51M,2951,25999.0
322,H6934001_S_ALWA51M,ALWA51M-R1762-B-W10,51M,2951,21999.0
323,H6628001_S_GT75-8SG,GT75-8SG,None,2901,32800.0
324,H6628001_S_GE63-8SG,GE63-RAIDER-RGB-8SG,None,2901,24800.0
325,H5189001_S_AERO15-XA-i9,Gigabyte AERO 15 OLED-XA i9,None,2701,27599.0
326,H5189001_S_AERO15-classic-XA-i7,Gigabyte AERO 15 Classic-XA i7,None,2701,18499.0
327,H6934001_S_Ins7386-R1500T-S-W10,Inspiron 13 7000 2 合1 7386,None,2951,7199.0
328,H6934001_S_Ins5482-R1520T-S-W10,Inspiron 14 5000 2 合 1 i5,None,2951,6699.0
329,H0661010_S_ALW15M-R2782H-R-W10,"M15 (i7/16G/1T+512G/RTX2080/15.6"")",16G+512G,2851,28999.0
330,H0661010_S_ALWA51M-R1782-B-W10,"Area-51m(i7/16G/1T+256G/RTX2070/17.3"")",16G+256G,2851,27999.0
331,H0661010_S_ALWM17-R1762-S-W10,"M17 (i7/16G/1T+256G/RTX2060/17.3"")",16G+256G,2851,19999.0
332,H0661010_S_ALWM17-R1982-R-W10,"M17 (i9/16G/1T+512G/RTX2080/17.3""UHD)",16G+512G,2851,37999.0
333,S1076001_S_31PF0E9006LHH,LENOVO IDEACENTRE A340-22ICB (PF0E9006LHH) 桌面電腦,None,3301,7954.0
334,H0661001_S_NBOHPA-14-ck0147TU,14-ck0147TU 7NU36PA#AB5- 暖金色,None,2001,3788.0
335,H0661010_S_ALW15M-R2762-R-W10,"M15 (i7/16G/1T+256G/RTX2060/15.6"")",16G+256G,2851,19999.0
336,H0661010_S_ALWA51M-R1782H-B-W10,"Area-51m(i7/16G/1T_RAID/RTX2080/17.3"")",16G,2851,35999.0
337,H0661010_S_ALWA51M-R1782H-W-W10,"Area-51m(i7/16G/RAID0@1T/RTX2080/17.3"")",16G,2851,35999.0
338,H0661010_S_ALWM17-R1782H-S-W10,"M17 (i7/16G/1T+512G/RTX2080/17.3"")",16G+512G,2851,28999.0
339,H0762001_S_NP850XBC-X01HK-800160319,"Odyssey 2 筆記型電腦 (15.6"", 7-8750H, 16GB, 1TB HDD, 512GB SSD, RTX2060, Win10 Home) NP850XBC-X01HK",16GB+512GB,3351,14998.0
340,H0762001_S_NP930XBE-K01HK-800160308,(13.3 i5 8GB 256GB NVMe SSD Win10) Notebook 9 Always (NP930XBE-K01HK) 筆記簿型電腦,8GB+256GB,3351,10498.0
341,H6628001_S_GT75-9SF-i7-4K,GT75 Titan 9SF i7 4K 電競筆電,None,2901,29300.0
342,H6628001_S_GT75-9SG-i7-4K,GT75 Titan 9SG  - i7 4K 電競筆電,None,2901,37800.0
343,H6628001_S_GE75-9SG,GE75-Raider-9SG,None,2901,25800.0
344,H5189001_S_AERO15-SA,Gigabyte AERO 15 OLED-SA,None,2701,14999.0
345,H5189001_S_AORUS15-X9-i7,Gigabyte AERO 15-X9 i7,None,2701,16999.0
346,H5189001_S_AERO15-classic-WA,Gigabyte AERO 15 Classic-WA,None,2701,15499.0
347,H6934001_S_Ins5488-R1500-S,Ins5488-R1500-S-W10,None,2951,5899.0
348,H0661001_S_NBOHPA-15-cs1074TX,HP Pavilion 15-cs1074TX 5MX24PA#AB5 寶石藍色,5M,2001,5599.0
349,H0661001_S_NBOHPA-15-cs1074TX,HP Pavilion 15-cs1074TX 5MX24PA#AB5 寶石藍色,5M,2001,5599.0
350,H6934001_S_XPS13-9380-R1700W-3Y,XPS13-9380-R1700W-3Y,None,2951,10999.0
351,H6934001_S_Ins5580-R2520-S,Ins5580-R2520-S,None,2951,6299.0
352,H6934001_S_G3590-R1740GB,G3590-R1740GB,1740GB,2951,9499.0
353,H6934001_S_G3590-R1540GB,Dell G3 15 遊戲專用筆記型電腦 G3590-R1540GB,1540GB,2951,8499.0
354,H6934001_S_XPS13-7390-R1700L-W,XPS13-7390-R1700L-W,None,2951,14999.0
355,H6934001_S_G5590-R1762C,Dell G5 15 遊戲專用筆記型電腦 G5-R1762C,None,2951,14499.0
356,H6934001_S_ins7591-R1540,ins7591-R1540,None,2951,7999.0
357,H0800001_S_E559K501,"E559K501 日本制造15.6""全高清 手提電腦 i5-8265U 8GB 512GB SSD Win10 Home",8GB+512GB,2551,6998.0
358,H0800001_S_E559K503,"E559K503 日本制造15.6""全高清 手提電腦 i5-8265U 12GB 512GB SSD Win10 專業版",12GB+512GB,2551,7698.0
359,H0800001_S_E559K703,"E559K703 日本制造15.6""全高清 手提電腦 i7-8565U 12GB 512GB SSD Win10 專業版",12GB+512GB,2551,8698.0
360,H0800001_S_E559K701,"E559K701 日本制造15.6""全高清 手提電腦 i7-8565U 8GB 512GB SSD Win10 Home",8GB+512GB,2551,7998.0
361,H0800001_S_U939K701,U939K701 終極便攜 13.3吋筆記型電腦,None,2551,13980.0
362,H0800001_S_U939XK701,U939XK701 360° Foldable 2 in 1 device 終極便攜 13.3吋筆記型電腦,None,2551,14980.0
363,H6934001_S_Ins5482-R1720T-S-W10,Inspiron 14 5000 2 in 1 i7,None,2951,7599.0
364,H6997001_S_Lenovo_460S,"Lenovo -  Lenovo 聯想 ThinkPad T460S i5-6th 14"" Mon CPU 12GB RAM 256GB SSD 手提電腦 notebook computer [官方認證翻新機] 一年門市保養",12GB+256GB,2501,5720.0
365,H6997001_S_Lenovo_530,"Lenovo -  Lenovo 聯想 ThinkPad T530 i7-3th 15.6"" Mon CPU 8GB RAM 256GB SSD 手提電腦 notebook computer [官方認證翻新機] 一年門市保養",8GB+256GB,2501,4450.0
366,H6997001_S_Lenovo_T440,"Lenovo -  Lenovo 聯想 ThinkPad T440 i5-4th 14"" Mon CPU 8GB RAM 256GB SSD 手提電腦 notebook computer [官方認證翻新機] 一年門市保養",8GB+256GB,2501,3890.0
367,H6997001_S_Lenovo_T450,"Lenovo -  Lenovo 聯想 ThinkPad T430 i5-5th 14"" Mon CPU 8GB RAM 256GB SSD 手提電腦 notebook computer [官方認證翻新機] 一年門市保養",8GB+256GB,2501,4250.0
368,H6997001_S_Lenovo_X240_180SSD,"Lenovo - 聯想 ThinkPad X240 i5 12.5"" Mon CPU 8GB RAM 180GB SSD 超輕超簿手提電腦notebook computer [認證翻身機]一年保養",8GB+180GB,2501,3280.0
369,H6997001_S_Lenovo_X240_256SSD,"Lenovo -  Lenovo 聯想 ThinkPad X240 i5-4300 12.5"" Mon CPU 8GB RAM 256GB SSD 超輕超簿手提電腦 notebook computer [官方認證翻新機] 一年門市保養",8GB+256GB,2501,3580.0
370,S1076001_S_31PF0E9006NHH,LENOVO IDEACENTRE A340-22ICB (PF0E9006NHH) 桌面電腦 原廠3年上門保養,None,3301,7267.0
371,H6603001_S_IdeaPad_S340_14IWL_81N70080HH,"IdeaPad S340-14IWL 14"" IPS FHD i5-8265u 8G 256G+1TB MX230-2G Win10 Home",8G+256G+2G,3301,6599.0
372,H6603001_S_IdeaPad_S340_15IWL_81N8008BHH,"IdeaPad S340-15IWL 15.6"" IPS FHD i5-8265u 8G 256G+1TB MX230-2G Win10 Home",8G+256G+2G,3301,6899.0
373,H6603001_S_IdeaPad_S540_15IWL_81NE0039HH,"IdeaPad S540-15IWL 15.6"" IPS FHD i7-8565u 12G 1TB MX250-2G Win10 Home 藍色",12G+2G,3301,8099.0
374,H6603001_S_Ideapad_330s_14IKB_81F401DHHH,"IdeaPad 330S-14IKB 14"" 1920x1080 i3-7020 4G 128G SHARE WIN10 HOME",4G+128G,3301,3799.0
375,H6603001_S_IdeaPad_S130_11IGM_81J10014HH,"Ideapad S130-11IGM 11.6"" HD N4100 4G 500G Win10 Home 銀",4G+500G,3301,2899.0
376,H6603001_S_IdeaPad_S340_14IWL_81N70086HH,"IdeaPad S340-14IWL 14"" IPS FHD i7-8565u 8H 256G+1TB MX230 Win10 Home",256G,3301,6799.0
377,H6603001_S_IdeaPad_S340_15IWL_81N80089HH,"IdeaPad S340-15IWL 15.6"" IPS 1920x1080 i5-8265u 8G 256G+1TB SHARE Win10 Home",8G+256G,3301,5599.0
378,H6603001_S_IdeaPad_S540_15IWL_81NE0036HH,"IdeaPad S540-15IWL 15.6"" IPS FHD i5-8265u 8G 512G MX250-2G Win10 Home 藍色",8G+512G+2G,3301,6999.0
379,H6603001_S_SF314_56_52YM_NXH4CCF001,"SF314 14"" IPS FHD i5-8265u 8G 128G+1TB SHARE Win10 Home 銀色",8G+128G,3001,4799.0
380,H6603001_S_SF314_56G_51AX_NXH4LCF001,"SF314 14"" IPS FHD i5-8265u 8G 128G+1TB MX150-2G Win10 Home (銀色)",8G+128G+2G,3001,5299.0
381,H6603001_S_SF314_56G_58Z3_NXHBCCF001,"SF314 14"" IPS FHD i5-8265u 8G 256G+1TB MX250-2G Win10 Home (玫瑰金)",8G+256G+2G,3001,6099.0
382,H6603001_S_SF514_53T_54BM_NXH7HCF001,"SF514 14"" IPS FHD TOUCH i5-8265u 8G 256G SHARE Win10 Home (藍色)",8G+256G,3001,6599.0
383,H6603001_S_SF514_53T_505N_NXH7KCF001,"SF514 14"" IPS FHD TOUCH i5-8265u 8G 256G SHARE Win10 Home (灰色)",8G+256G,3001,6599.0
384,H6603001_S_SF514_53T_758K_NXH7HCF002,"SF514 14"" IPS FHD TOUCH i7-8565u 16G 512G SHARE Win10 Home (藍色)",16G+512G,3001,7899.0
385,H6603001_S_SF514_53T_72A4_NXH7KCF003,"SF514 14"" IPS FHD TOUCH i7-8565u 16G 512G SHARE Win10 Home (灰色)",16G+512G,3001,7899.0
386,H6603001_S_NP350XBE_X01HK,"NP350XBE-X01HK 15"" FHD i5-8265u 16G 256G+1TB MX250-2G Win10 Home",16G+256G+2G,3351,6599.0
387,H6603001_S_NP350XBE_X03HK,"NP350XBE-X03HK 15"" FHD i5-8265u 16G 256G+1TB MX250 Win10 Home",16G+256G,3351,6599.0
388,H6603001_S_NP930SBE_K01HK,"NP930SBE-K01HK 13.3"" FHD TOUCH i5-8265u 8G 256G SHARE Win10 Home",8G+256G,3351,10299.0
389,H6603001_S_A715_74G_58F5_NHQ56CF008,"A715 15.6"" IPS FHD i5-9300H 8G 128G+1TB GTX1650-4G Win10 Home",8G+128G+4G,3001,6999.0
390,H6603001_S_A715_74G_785A_NHQ56CF001,"A715 15.6"" IPS FHD i7-9750H 16G 256G+2TB GTX1650-4G Win10 Home",16G+256G+4G,3001,8099.0
391,H6603001_S_SF314_56G_NXH4ZCF001,"SF314 14"" IPS FHD i5-8265u 8G 128G+1TB MX150-2G Win10 Home",8G+128G+2G,3001,5299.0
392,H6603001_S_Legion_Y7000_81NS000WHH,"Legion Y7000 15.6"" 144Hz IPS FHD i7-9750H 16G 512GB-SSD + 1TB-HDD GTX1660Ti-4G Win10 Home",16G+512GB+4G,3301,12199.0
393,H6603001_S_Legion_Y7000_81NS000VHH,"Legion Y7000 15.6"" 144Hz IPS FHD i7-9750H 32G 1TB-SSD + 2TB-HDD RTX2060-6G Win10 Home",32G+6G,3301,14699.0
394,H6603001_S_Macbook_12_512GB,"Macbook 12"" i5 1.3~3.2Ghz 8GB 512GB (GOLD)",2G+8GB+512GB,3251,8999.0
395,H6603001_S_Macbook_Pro_13_128GB,"Macbook 13"" i5 2.3~3.6Ghz 8GB 128GB (SILVER)",6G+8GB+128GB,3251,7399.0
396,H6603001_S_Macbook_Pro_13_TP_i5_256GB,"Macbook Pro 13"" Touchbar i5 2.3~3.8Ghz 8GB 256GB (SILVER)",8G+8GB+256GB,3251,11299.0
397,H6603001_S_Macbook_Pro_13_TB_i5_512GB,"Macbook Pro 13"" Touchbar i5 2.3~3.8Ghz 8GB 512GB (SILVER)",8G+8GB+512GB,3251,12698.0
398,H0661001_S_NBOHPA-15-cs1075TX,HP Pavilion 15-cs1075TX 5MX34PA#AB5  陶瓷白+淺金色,5M,2001,5599.0
399,H0800001_S_S937K501B,"LIFEBOOK S937K501 黑色 日本制造手提電腦 13.3"" FHD i5 8GB 256GB WIN10 Pro 1.19Kg",8GB+256GB,2551,7998.0
