median_rates,mean_rates,product_index,product_type,product_name,prodect_brand,price,avg_rating,total_comment,seller,website
5.0,4.96,10555852823.0,Laptop,APPLE Macbook Pro Touch Bar 13 2.3GHz i5 512GB Silver MR9V2ZP/A 手提電腦,APPLE,14188.0,0.0,103.0,香港蘇寧,https://product.hksuning.com/0000000000/10555852823.html
5.0,4.98,10584849444.0,Mobile Phone,APPLE IPHONE XR 64GB 手機 黃色,APPLE,5199.0,0.0,96.0,香港蘇寧,https://product.hksuning.com/0000000000/10584849444.html
5.0,5.0,10964145627.0,Tablet,APPLE IPAD MINI 2019 256GB WIFI SPACE GREY MUU32ZP/A 平板電腦,APPLE,3988.0,0.0,96.0,香港蘇寧,https://product.hksuning.com/0000000000/10964145627.html
5.0,5.0,11314864607.0,Mobile Phone,SAMSUNG Note10+ 手機 12GB+256GB 幻白,SAMSUNG,7998.0,0.0,92.0,香港蘇寧,https://product.hksuning.com/0000000000/11314864607.html
5.0,5.0,10591752875.0,Laptop,LENOVO Ideapad 330-15ICH 手提電腦,LENOVO,6498.0,0.0,88.0,香港蘇寧,https://product.hksuning.com/0000000000/10591752875.html
5.0,5.0,10395359640.0,Tablet,Apple iPad (2018) Wi-Fi + Cellular 32GB MRM02ZP/A 金色,Apple,3338.0,0.0,87.0,香港蘇寧,https://product.hksuning.com/0000000000/10395359640.html
5.0,5.0,10584849219.0,Mobile Phone,APPLE IPHONE XS 512GB 手機 太空灰,APPLE,10799.0,0.0,86.0,香港蘇寧,https://product.hksuning.com/0000000000/10584849219.html
5.0,5.0,10964145679.0,Tablet,APPLE IPAD MINI 2019 64GB 4G SPACE GREY MUX52ZP/A 平板電腦,APPLE,3888.0,0.0,86.0,香港蘇寧,https://product.hksuning.com/0000000000/10964145679.html
5.0,5.0,10584849281.0,Mobile Phone,APPLE IPHONE XS 512GB 手機 金色,APPLE,10799.0,0.0,83.0,香港蘇寧,https://product.hksuning.com/0000000000/10584849281.html
5.0,5.0,10964145632.0,Tablet,APPLE IPAD MINI 2019 256GB WIFI SILVER MUU52ZP/A 平板電腦,APPLE,3988.0,0.0,82.0,香港蘇寧,https://product.hksuning.com/0000000000/10964145632.html
5.0,5.0,10964145688.0,Tablet,APPLE IPAD MINI 2019 64GB 4G GOLD MUX72ZP/A 平板電腦,APPLE,3949.0,0.0,82.0,香港蘇寧,https://product.hksuning.com/0000000000/10964145688.html
5.0,5.0,10964123899.0,Laptop,Apple Macbook Pro with Touch Bar 13 2.4GHz I5 256GB Space Gray MV962ZP/A 手提電腦,Apple,13535.0,0.0,79.0,香港蘇寧,https://product.hksuning.com/0000000000/10964123899.html
5.0,5.0,10903483769.0,Mobile Phone,SAMSUNG GALAXY S10 智能手機 8+512GB 幻鑽黑,SAMSUNG,6698.0,0.0,79.0,香港蘇寧,https://product.hksuning.com/0000000000/10903483769.html
5.0,5.0,10964123956.0,Laptop,Apple Macbook Pro with Touch Bar 13 2.4GHz I5 512GB Space Gray MV972ZP/A 手提電腦,Apple,14945.0,0.0,74.0,香港蘇寧,https://product.hksuning.com/0000000000/10964123956.html
5.0,5.0,10964145699.0,Tablet,APPLE IPAD MINI 2019 256GB 4G SPACE GREY MUXC2ZP/A,APPLE,4999.0,0.0,73.0,香港蘇寧,https://product.hksuning.com/0000000000/10964145699.html
5.0,5.0,624902233.0,Laptop,Apple Macbook 12 1.3GHz i5 512GB Silver MNYJ2ZP/A 手提電腦,Apple,11088.0,0.0,73.0,香港蘇寧,https://product.hksuning.com/0000000000/624902233.html
5.0,5.0,656160880.0,Mobile Phone,小米 (Mi) 紅米 Note 4X 64GB智能手機 玫瑰金色,小米,1399.0,0.0,70.0,香港蘇寧,https://product.hksuning.com/0000000000/656160880.html
5.0,5.0,10394995121.0,Tablet,Apple iPad (2018) Wi-Fi + Cellular 32GB MR6P2ZP/A 銀色,Apple,3288.0,0.0,66.0,香港蘇寧,https://product.hksuning.com/0000000000/10394995121.html
5.0,5.0,10555843051.0,Laptop,Apple Macbook Pro BAR 15 2.2GHz i7 256GB Sliver MR962ZP/A 手提電腦,Apple,16688.0,0.0,65.0,香港蘇寧,https://product.hksuning.com/0000000000/10555843051.html
5.0,5.0,10970237102.0,Laptop,HUAWEI MateBook 13 i5/8GB/256GB/深空灰 手提電腦,HUAWEI,6998.0,0.0,64.0,香港蘇寧,https://product.hksuning.com/0000000000/10970237102.html
5.0,5.0,10555843999.0,Laptop,Apple Macbook Pro BAR 15 2.6GHz i7 512GB Silver MR972ZP/A 手提電腦,Apple,18988.0,0.0,63.0,香港蘇寧,https://product.hksuning.com/0000000000/10555843999.html
5.0,5.0,10944549901.0,Mobile Phone,SAMSUNG TAB A 8 WIFI WITH S PEN 平板電腦 黑色,SAMSUNG,1888.0,0.0,63.0,香港蘇寧,https://product.hksuning.com/0000000000/10944549901.html
5.0,5.0,10964123807.0,Laptop,Apple Macbook Pro with Touch Bar 15 2.3GHz I9 512GB Space Gray MV912ZP/A 手提電腦,Apple,20679.0,0.0,61.0,香港蘇寧,https://product.hksuning.com/0000000000/10964123807.html
5.0,5.0,10555868338.0,Tablet,Apple iPad Pro 12.9 64GB Wi-Fi Space Gray MTEL2ZP/A 平板電腦,Apple,7199.0,0.0,60.0,香港蘇寧,https://product.hksuning.com/0000000000/10555868338.html
5.0,5.0,10394984583.0,Tablet,Apple iPad (2018) Wi-Fi + Cellular 32GB MR6N2ZP/A 太空灰,Apple,3288.0,0.0,59.0,香港蘇寧,https://product.hksuning.com/0000000000/10394984583.html
5.0,5.0,10880925011.0,Mobile Phone,HUAWE Y7 PRO 2019 智能手機 黑色,HUAWE,1188.0,0.0,59.0,香港蘇寧,https://product.hksuning.com/0000000000/10880925011.html
5.0,5.0,615437999.0,Tablet,微軟 (Microsoft) Surface Book Performance Base (i7/16GB/512GB),微軟,21688.0,0.0,58.0,香港蘇寧,https://product.hksuning.com/0000000000/615437999.html
5.0,5.0,11228763764.0,Mobile Phone,SAMSUNG T290 GALAXY TAB A 8 32GB WIFI,SAMSUNG,988.0,0.0,57.0,香港蘇寧,https://product.hksuning.com/0000000000/11228763764.html
5.0,5.0,10880925012.0,Mobile Phone,HUAWEI Y7 PRO 2019 智能手機 藍色,HUAWEI,1188.0,0.0,57.0,香港蘇寧,https://product.hksuning.com/0000000000/10880925012.html
5.0,5.0,10964145683.0,Tablet,APPLE IPAD MINI 2019 64GB 4G SILVER MUX62ZP/A 平板電腦,APPLE,3888.0,0.0,53.0,香港蘇寧,https://product.hksuning.com/0000000000/10964145683.html
5.0,4.98,11197208554.0,Mobile Phone,SAMSUNG SM-T510NZDETGY TAB A 10.1 32GB WIFI 金色,SAMSUNG,1888.0,0.0,52.0,香港蘇寧,https://product.hksuning.com/0000000000/11197208554.html
5.0,5.0,10574071838.0,Laptop,Apple Macbook Pro 13 with Touch Bar 1.4GHz I5 Space Gray MUHP2ZP/A 手提電腦,Apple,11899.0,0.0,52.0,香港蘇寧,https://product.hksuning.com/0000000000/10574071838.html
5.0,5.0,150843468.0,Mobile Phone,[限量1件]華為 (HUAWEI) P9 標準版 智能電話 月光銀,[限量1件]華為,3280.0,0.0,51.0,香港蘇寧,https://product.hksuning.com/0000000000/150843468.html
5.0,5.0,10584849251.0,Mobile Phone,APPLE IPHONE XS 512GB 手機 銀色,APPLE,10799.0,0.0,49.0,香港蘇寧,https://product.hksuning.com/0000000000/10584849251.html
5.0,5.0,10555846917.0,Tablet,Apple iPad Pro 12.9 256GB 4G Space Gray MTHV2ZP/A 平板電腦,Apple,9199.0,0.0,48.0,香港蘇寧,https://product.hksuning.com/0000000000/10555846917.html
5.0,5.0,10719285049.0,Mobile Phone,SAMSUNG GALAXY NOTE 9 128GB 手機 白色,SAMSUNG,5556.12,0.0,45.0,香港蘇寧,https://product.hksuning.com/0000000000/10719285049.html
5.0,5.0,10944549906.0,Mobile Phone,SAMSUNG TAB A 8 LTE WITH S PEN 平板電腦 黑色,SAMSUNG,2488.0,0.0,44.0,香港蘇寧,https://product.hksuning.com/0000000000/10944549906.html
5.0,5.0,10555572829.0,Tablet,Apple iPad Pro 11 64GB 4G Space Gray MU0M2ZP/A 平板電腦,Apple,6799.0,0.0,43.0,香港蘇寧,https://product.hksuning.com/0000000000/10555572829.html
5.0,5.0,11136280253.0,Mobile Phone,VIVO Y17 手機 藍色,VIVO,1698.0,0.0,43.0,香港蘇寧,https://product.hksuning.com/0000000000/11136280253.html
5.0,4.98,10555805676.0,Tablet,Apple iPad Pro 11 512GB Wi-Fi Space Gray MTXT2ZP/A 平板電腦,Apple,8199.0,0.0,41.0,香港蘇寧,https://product.hksuning.com/0000000000/10555805676.html
5.0,5.0,10964123793.0,Laptop,Apple Macbook Pro with Touch Bar 15 2.6GHz I7 256GB Space Gray MV902ZP/A 手提電腦,Apple,17099.0,0.0,41.0,香港蘇寧,https://product.hksuning.com/0000000000/10964123793.html
5.0,5.0,10555857393.0,Laptop,APPLE Macbook 12 1.2GHz M3 256GB Gold MRQN2ZP/A 手提電腦,APPLE,9288.0,0.0,40.0,香港蘇寧,https://product.hksuning.com/0000000000/10555857393.html
5.0,4.95,10964145562.0,Tablet,APPLE IPAD AIR 10.5 256GB 4G SPACE GREY MV0N2ZP/A 平板電腦,APPLE,5488.0,0.0,40.0,香港蘇寧,https://product.hksuning.com/0000000000/10964145562.html
5.0,5.0,11314864622.0,Mobile Phone,SAMSUNG Note10+ 手機 12GB+512GB 幻光,SAMSUNG,8998.0,0.0,39.0,香港蘇寧,https://product.hksuning.com/0000000000/11314864622.html
5.0,5.0,10964145600.0,Tablet,APPLE IPAD AIR 10.5 256GB 4G GOLD MV0Q2ZP/A 平板電腦,APPLE,5499.0,0.0,39.0,香港蘇寧,https://product.hksuning.com/0000000000/10964145600.html
5.0,5.0,10880925013.0,Mobile Phone,HUAWEI Y7 PRO 2019 智能手機 紅色,HUAWEI,1188.0,0.0,39.0,香港蘇寧,https://product.hksuning.com/0000000000/10880925013.html
5.0,5.0,10877830653.0,Mobile Phone,NOKIA 9 PUREVIEW 手機 藍色,NOKIA,3998.0,0.0,37.0,香港蘇寧,https://product.hksuning.com/0000000000/10877830653.html
5.0,5.0,11136280258.0,Mobile Phone,VIVO Y17 手機 紫色,VIVO,1698.0,0.0,37.0,香港蘇寧,https://product.hksuning.com/0000000000/11136280258.html
5.0,5.0,612739294.0,Laptop,雷蛇 (RAZER) Blade B6NT/W10/FHD/i7/16GB/1TB SSD 電競級遊戲筆記本,雷蛇,17599.0,0.0,36.0,香港蘇寧,https://product.hksuning.com/0000000000/612739294.html
5.0,4.94,10964145573.0,Tablet,APPLE IPAD AIR 10.5 256GB 4G SILVER MV0P2ZP/A 平板電腦,APPLE,5488.0,0.0,35.0,香港蘇寧,https://product.hksuning.com/0000000000/10964145573.html
5.0,5.0,11314864616.0,Mobile Phone,SAMSUNG Note10+ 手機 12GB+512GB 幻黑,SAMSUNG,8998.0,0.0,35.0,香港蘇寧,https://product.hksuning.com/0000000000/11314864616.html
5.0,5.0,10964145765.0,Tablet,APPLE IPAD MINI 2019 256GB 4G SILVER MUXD2ZP/A 平板電腦,APPLE,4899.0,0.0,35.0,香港蘇寧,https://product.hksuning.com/0000000000/10964145765.html
5.0,5.0,11193559892.0,Mobile Phone,SAMSUNG GALAXY A80 手機 8+128GB 幻魅金,SAMSUNG,4098.0,0.0,34.0,香港蘇寧,https://product.hksuning.com/0000000000/11193559892.html
5.0,5.0,10574070923.0,Laptop,Apple Macbook Pro 13 with Touch Bar 1.4GHz I5 128GB Space Gray MUHN2ZP/A 手提電腦,Apple,10399.0,0.0,34.0,香港蘇寧,https://product.hksuning.com/0000000000/10574070923.html
5.0,5.0,10555867477.0,Tablet,Apple iPad Pro 12.9 512GB Wi-Fi Space Gray MTFP2ZP/A 平板電腦,Apple,9699.0,0.0,33.0,香港蘇寧,https://product.hksuning.com/0000000000/10555867477.html
5.0,5.0,690402405.0,Mobile Phone,MEIZU PRO 7 PLUS M793H 手機 黑色,MEIZU,1799.0,0.0,30.0,香港蘇寧,https://product.hksuning.com/0000000000/690402405.html
5.0,5.0,10748547461.0,Mobile Phone,NOKIA 8.1 智能手機 鋼銀色,NOKIA,1999.0,0.0,30.0,香港蘇寧,https://product.hksuning.com/0000000000/10748547461.html
5.0,5.0,10555566928.0,Tablet,Apple iPad Pro 11 512GB 4G Space Gray MU1F2ZP/A 平板電腦,Apple,9199.0,0.0,29.0,香港蘇寧,https://product.hksuning.com/0000000000/10555566928.html
5.0,5.0,10555867679.0,Tablet,Apple iPad Pro 12.9 64GB Wi-Fi Silver MTEM2ZP/A 平板電腦,Apple,7199.0,0.0,28.0,香港蘇寧,https://product.hksuning.com/0000000000/10555867679.html
5.0,5.0,10580005239.0,Mobile Phone,SAMSUNG SM-T835CZKLTGY BLACK TAB S4 256GB LTE【蘇寧9周年】,SAMSUNG,6288.0,0.0,27.0,香港蘇寧,https://product.hksuning.com/0000000000/10580005239.html
5.0,5.0,11193559889.0,Mobile Phone,SAMSUNG GALAXY A80 手機 8+128GB 魅影黑,SAMSUNG,4098.0,0.0,27.0,香港蘇寧,https://product.hksuning.com/0000000000/11193559889.html
5.0,5.0,10592156842.0,Laptop,Apple Macbook Pro with Touch Bar 13 2.4GHz I5 512GB Silver MV9A2ZP/A 手提電腦,Apple,14945.0,0.0,27.0,香港蘇寧,https://product.hksuning.com/0000000000/10592156842.html
5.0,5.0,10555863478.0,Tablet,Apple iPad Pro 12.9 64GB 4G Space Gray MTHJ2ZP/A 平板電腦,Apple,8199.0,0.0,24.0,香港蘇寧,https://product.hksuning.com/0000000000/10555863478.html
5.0,5.0,10964123852.0,Laptop,Apple Macbook Pro with Touch Bar 15 2.3GHz I9 512GB Silver MV932ZP/A 手提電腦,Apple,20679.0,0.0,24.0,香港蘇寧,https://product.hksuning.com/0000000000/10964123852.html
5.0,5.0,10964124188.0,Tablet,APPLE IPAD AIR 10.5 64GB 4G SPACE GREY MV0D2ZP/A 平板電腦,APPLE,4599.0,0.0,23.0,香港蘇寧,https://product.hksuning.com/0000000000/10964124188.html
5.0,5.0,10555867395.0,Tablet,Apple iPad Pro 12.9 512GB Wi-Fi Silver MTFQ2ZP/A 平板電腦,Apple,9699.0,0.0,23.0,香港蘇寧,https://product.hksuning.com/0000000000/10555867395.html
5.0,5.0,690402406.0,Mobile Phone,MEIZU PRO 7 PLUS M793H 手機 太空黑,MEIZU,1799.0,0.0,21.0,香港蘇寧,https://product.hksuning.com/0000000000/690402406.html
5.0,5.0,10574067139.0,Laptop,Apple Macbook Air 13 1.6GHz I5 128GB Gold MVFM2ZP/A 手提電腦,Apple,8899.0,0.0,21.0,香港蘇寧,https://product.hksuning.com/0000000000/10574067139.html
5.0,5.0,10574063711.0,Laptop,Apple Macbook Air 13 1.6GHz I5 256GB Space Gray MVFJ2ZP/A 手提電腦,Apple,10399.0,0.0,21.0,香港蘇寧,https://product.hksuning.com/0000000000/10574063711.html
5.0,5.0,,,,,,,,,
5.0,5.0,10574068768.0,Laptop,Apple Macbook Air 13 1.6GHz I5 256GB Gold MVFN2ZP/A 手提電腦,Apple,10399.0,0.0,20.0,香港蘇寧,https://product.hksuning.com/0000000000/10574068768.html
5.0,5.0,11314878283.0,Mobile Phone,SAMSUNG Note10 手機 8GB+256GB 幻光,SAMSUNG,6998.0,0.0,19.0,香港蘇寧,https://product.hksuning.com/0000000000/11314878283.html
5.0,5.0,10548430151.0,Mobile Phone,LG G7 手機 64GB 藍色,LG,4398.0,0.0,18.0,香港蘇寧,https://product.hksuning.com/0000000000/10548430151.html
5.0,5.0,11194736884.0,Laptop,Asus VivoBook14 X420FA-SS8202T Notebook 手提電腦,Asus,6498.0,0.0,18.0,香港蘇寧,https://product.hksuning.com/0000000000/11194736884.html
5.0,5.0,10717774549.0,Tablet,AMAZON ALL KINDLE PAPERWHITE 4TH GEN 32GB 黑色 電子書,AMAZON,1388.0,0.0,18.0,香港蘇寧,https://product.hksuning.com/0000000000/10717774549.html
5.0,5.0,10964124236.0,Tablet,APPLE IPAD AIR 10.5 64GB 4G GOLD MV0F2ZP/A 平板電腦,APPLE,4488.0,0.0,16.0,香港蘇寧,https://product.hksuning.com/0000000000/10964124236.html
5.0,5.0,10555803878.0,Tablet,Apple iPad Pro 11 512GB Wi-Fi Silver MTXU2ZP/A 平板電腦,Apple,8199.0,0.0,16.0,香港蘇寧,https://product.hksuning.com/0000000000/10555803878.html
5.0,5.0,10859217502.0,Mobile Phone,LENOVO L38011 K5 PLAY 3+32GB 手機 藍色,LENOVO,1099.0,0.0,8.0,香港蘇寧,https://product.hksuning.com/0000000000/10859217502.html
5.0,5.0,10859217502.0,Mobile Phone,LENOVO L38011 K5 PLAY 3+32GB 手機 藍色,LENOVO,1099.0,0.0,8.0,香港蘇寧,https://product.hksuning.com/0000000000/10859217502.html
5.0,5.0,10964124211.0,Tablet,APPLE IPAD AIR 10.5 64GB 4G SILVER MV0E2ZP/A 平板電腦,APPLE,4599.0,0.0,16.0,香港蘇寧,https://product.hksuning.com/0000000000/10964124211.html
5.0,5.0,10594811399.0,Mobile Phone,LG K11+ 智能手機 藍色,LG,1598.0,0.0,16.0,香港蘇寧,https://product.hksuning.com/0000000000/10594811399.html
5.0,5.0,10592156838.0,Laptop,Apple Macbook Pro with Touch Bar 13 2.4GHz I5 256GB Silver MV992ZP/A 手提電腦,Apple,13399.0,0.0,15.0,香港蘇寧,https://product.hksuning.com/0000000000/10592156838.html
5.0,5.0,10717774544.0,Tablet,AMAZON ALL KINDLE PAPERWHITE 4TH GEN 8GB 黑色 電子書,AMAZON,1699.0,0.0,14.0,香港蘇寧,https://product.hksuning.com/0000000000/10717774544.html
5.0,5.0,10580992866.0,Tablet,AMAZON KINDLE PAPERWHITE HD WIFI 4GB WHITE 電子書,AMAZON,1599.0,0.0,14.0,香港蘇寧,https://product.hksuning.com/0000000000/10580992866.html
5.0,5.0,10686527830.0,Mobile Phone,ALCATEL 5V 手機 黑色,ALCATEL,1399.0,0.0,14.0,香港蘇寧,https://product.hksuning.com/0000000000/10686527830.html
5.0,5.0,675174484.0,Laptop,HP PAVILION GAMING 15 手提電腦,HP,11999.0,0.0,14.0,香港蘇寧,https://product.hksuning.com/0000000000/675174484.html
5.0,5.0,10555566560.0,Tablet,Apple iPad Pro 11 512GB 4G Silver MU1M2ZP/A 平板電腦,Apple,9199.0,0.0,13.0,香港蘇寧,https://product.hksuning.com/0000000000/10555566560.html
5.0,5.0,10555859590.0,Laptop,Apple Macbook 12 1.3GHz I5 512GB Gold MRQP2ZP/A 手提電腦,Apple,11088.0,0.0,13.0,香港蘇寧,https://product.hksuning.com/0000000000/10555859590.html
5.0,5.0,10594811400.0,Mobile Phone,LG K11+ 智能手機 金色,LG,1598.0,0.0,13.0,香港蘇寧,https://product.hksuning.com/0000000000/10594811400.html
5.0,5.0,612739286.0,Laptop,雷蛇 (RAZER) Blade (B6NT/W10/FHD/i7/16GB/256GB SSD) 電競級遊戲筆記本,雷蛇,15999.0,0.0,13.0,香港蘇寧,https://product.hksuning.com/0000000000/612739286.html
5.0,5.0,11314878266.0,Mobile Phone,SAMSUNG Note10 手機 8GB+256GB 幻黑,SAMSUNG,6998.0,0.0,12.0,香港蘇寧,https://product.hksuning.com/0000000000/11314878266.html
5.0,5.0,10574052648.0,Laptop,Apple Macbook Air 13 1.6GHz I5 128GB Silver MVFK2ZP/A 手提電腦,Apple,8899.0,0.0,12.0,香港蘇寧,https://product.hksuning.com/0000000000/10574052648.html
5.0,5.0,10574072528.0,Laptop,Apple Macbook Pro 13 with Touch Bar 1.4GHz i5 128GB Silver MUHQ2ZP/A 手提電腦,Apple,10399.0,0.0,12.0,香港蘇寧,https://product.hksuning.com/0000000000/10574072528.html
5.0,5.0,10555567339.0,Tablet,Apple iPad Pro 11 64GB 4G Silver MU0U2ZP/A 平板電腦,Apple,6799.0,0.0,12.0,香港蘇寧,https://product.hksuning.com/0000000000/10555567339.html
5.0,5.0,10584534153.0,Mobile Phone,MOTOROLA MOTO E5 PLUS 手機 黑色,MOTOROLA,1529.0,0.0,11.0,香港蘇寧,https://product.hksuning.com/0000000000/10584534153.html
5.0,5.0,10555861888.0,Tablet,Apple iPad Pro 12.9 512GB 4G Space Gray MTJD2ZP/A 平板電腦,Apple,10629.0,0.0,11.0,香港蘇寧,https://product.hksuning.com/0000000000/10555861888.html
5.0,5.0,10555862151.0,Tablet,Apple iPad Pro 12.9 64GB 4G Silver MTHP2ZP/A 平板電腦,Apple,8199.0,0.0,10.0,香港蘇寧,https://product.hksuning.com/0000000000/10555862151.html
5.0,5.0,11322412881.0,Laptop,ASUS Laptop X407MA-AS4011T notebook手提電腦,ASUS,2998.0,0.0,10.0,香港蘇寧,https://product.hksuning.com/0000000000/11322412881.html
5.0,5.0,10574064814.0,Laptop,Apple Macbook Air 13 1.6GHz I5 256GB Silver MVFL2ZP/A 手提電腦,Apple,10399.0,0.0,10.0,香港蘇寧,https://product.hksuning.com/0000000000/10574064814.html
5.0,5.0,10574051410.0,Laptop,Apple Macbook Air 13 1.6GHz I5 128GB Space Gray MVFH2ZP/A 手提電腦,Apple,8899.0,0.0,10.0,香港蘇寧,https://product.hksuning.com/0000000000/10574051410.html
5.0,5.0,10748851001.0,Laptop,FUJITSU E558K503B 15.6'' i5 256GB SSD MADE IN JAPAN 手提電腦,FUJITSU,9998.0,0.0,9.0,香港蘇寧,https://product.hksuning.com/0000000000/10748851001.html
5.0,5.0,11314878289.0,Mobile Phone,SAMSUNG Note10 手機 8GB+256GB 幻白,SAMSUNG,6998.0,0.0,9.0,香港蘇寧,https://product.hksuning.com/0000000000/11314878289.html
5.0,5.0,10605103655.0,Laptop,SAMSUNG NOTEBOOK 9 ALWAYS 13.3'' 512GB SSD NP900X3T-K03HK 手提電腦,SAMSUNG,13480.0,0.0,9.0,香港蘇寧,https://product.hksuning.com/0000000000/10605103655.html
5.0,5.0,10162752130.0,Laptop,FUJITSU U537K703B NB i7 13.3''黑色 手提電腦,FUJITSU,6998.0,0.0,9.0,香港蘇寧,https://product.hksuning.com/0000000000/10162752130.html
5.0,5.0,11269697063.0,Laptop,ASUS VivoBook S406UA-AS8202E Notebook 手提電腦,ASUS,5498.0,0.0,8.0,香港蘇寧,https://product.hksuning.com/0000000000/11269697063.html
5.0,5.0,10964123826.0,Laptop,Apple Macbook Pro with Touch Bar 15 2.6GHz I7 256GB Silver MV922ZP/A 手提電腦,Apple,17859.0,0.0,7.0,香港蘇寧,https://product.hksuning.com/0000000000/10964123826.html
5.0,5.0,10569646283.0,Mobile Phone,MOTOROLA MOTO G6 PLUS 手機 黑色,MOTOROLA,2199.0,0.0,7.0,香港蘇寧,https://product.hksuning.com/0000000000/10569646283.html
5.0,5.0,11193559937.0,Mobile Phone,SAMSUNG GALAXY A80 手機 8+128GB 魅光白,SAMSUNG,4098.0,0.0,7.0,香港蘇寧,https://product.hksuning.com/0000000000/11193559937.html
5.0,5.0,10605103653.0,Laptop,SAMSUNG NOTEBOOK 9 ALWAYS 13.3'' 256GB SSD NP900X3T-K01HK 手提電腦,SAMSUNG,7390.0,0.0,6.0,香港蘇寧,https://product.hksuning.com/0000000000/10605103653.html
5.0,5.0,10605103654.0,Laptop,SAMSUNG NOTEBOOK 9 ALWAYS 13.3'' 256 GB SSD NP900X3T-K02HK 手提電腦,SAMSUNG,11480.0,0.0,6.0,香港蘇寧,https://product.hksuning.com/0000000000/10605103654.html
5.0,5.0,10605103656.0,Laptop,SAMSUNG NOTEBOOK 9 ALWAYS 15'' 256GB SSD NP900X5T-K02HK手提電腦,SAMSUNG,10980.0,0.0,6.0,香港蘇寧,https://product.hksuning.com/0000000000/10605103656.html
5.0,5.0,11008663718.0,Mobile Phone,HONOR View 20 6+128GB 智能手機 幻夜黑,HONOR,3499.0,0.0,5.0,香港蘇寧,https://product.hksuning.com/0000000000/11008663718.html
5.0,5.0,10859217499.0,Mobile Phone,LENOVO K520 S5 4+64GB 手機 黑色,LENOVO,1399.0,0.0,5.0,香港蘇寧,https://product.hksuning.com/0000000000/10859217499.html
5.0,5.0,10555851024.0,Tablet,Apple iPad Pro 12.9 512GB 4G Silver MTJJ2ZP/A 平板電腦,Apple,10629.0,0.0,5.0,香港蘇寧,https://product.hksuning.com/0000000000/10555851024.html
5.0,5.0,10555865475.0,Tablet,Apple iPad Pro 12.9 1TB Wi-Fi Space Gray MTFR2ZP/A 平板電腦,Apple,12499.0,0.0,5.0,香港蘇寧,https://product.hksuning.com/0000000000/10555865475.html
5.0,5.0,10555754413.0,Tablet,Apple iPad Pro 11 1TB Wi-Fi Silver MTXW2ZP/A 平板電腦,Apple,11079.0,0.0,4.0,香港蘇寧,https://product.hksuning.com/0000000000/10555754413.html
5.0,5.0,11308814872.0,Mobile Phone,SAMSUNG TAB S6 WIFI 8+256GB 平板電腦,SAMSUNG,6188.0,0.0,4.0,香港蘇寧,https://product.hksuning.com/0000000000/11308814872.html
5.0,5.0,10605109620.0,Laptop,SAMSUNG NOTEBOOK 9 ALWAYS 15'' 256GB SSD NP900X5T-K01HK 手提電腦,SAMSUNG,9788.0,0.0,4.0,香港蘇寧,https://product.hksuning.com/0000000000/10605109620.html
5.0,5.0,11241444386.0,Laptop,ASUS ZenBook S UX391UA-BP8515E Notebook 手提電腦,ASUS,8998.0,0.0,3.0,香港蘇寧,https://product.hksuning.com/0000000000/11241444386.html
5.0,5.0,11008663850.0,Mobile Phone,HONOR View 20 8+256GB 智能手機 幻影藍,HONOR,3499.0,0.0,3.0,香港蘇寧,https://product.hksuning.com/0000000000/11008663850.html
5.0,5.0,11308814750.0,Mobile Phone,SAMSUNG TAB S6 WIFI 6+128GB 平板電腦,SAMSUNG,5488.0,0.0,2.0,香港蘇寧,https://product.hksuning.com/0000000000/11308814750.html
5.0,5.0,10584849614.0,Mobile Phone,APPLE IPHONE 11 PRO MAX 256GB 手機 午夜綠色,APPLE,10799.0,0.0,2.0,香港蘇寧,https://product.hksuning.com/0000000000/10584849614.html
5.0,5.0,10748851002.0,Laptop,FUJITSU E548K501B 14'' i5 256GB SSD MADE IN JAPAN 手提電腦,FUJITSU,8998.0,0.0,2.0,香港蘇寧,https://product.hksuning.com/0000000000/10748851002.html
5.0,5.0,10578454629.0,Mobile Phone,GLOBAL PHONE 智能手機 藍色,GLOBAL,2688.0,0.0,2.0,香港蘇寧,https://product.hksuning.com/0000000000/10578454629.html
5.0,5.0,11356505335.0,Mobile Phone,APPLE IPHONE 11 PRO MAX 64GB 手機 午夜綠色,APPLE,9499.0,0.0,2.0,香港蘇寧,https://product.hksuning.com/0000000000/11356505335.html
5.0,5.0,694759712.0,Laptop,RAZER BLADE STEALTH 13.3 I7/16GB/512GB RZ09-01963E32-R341 遊戲手提電腦,RAZER,13999.0,0.0,2.0,香港蘇寧,https://product.hksuning.com/0000000000/694759712.html
5.0,5.0,11228763880.0,Mobile Phone,SAMSUNG SM-T295C GALAXY TAB A 8 32GB LTE 银色,SAMSUNG,1388.0,0.0,2.0,香港蘇寧,https://product.hksuning.com/0000000000/11228763880.html
5.0,5.0,11356505278.0,Mobile Phone,APPLE IPHONE 11 128GB 手機 綠色,APPLE,6499.0,0.0,1.0,香港蘇寧,https://product.hksuning.com/0000000000/11356505278.html
5.0,5.0,11356505336.0,Mobile Phone,APPLE IPHONE 11 PRO MAX 256GB 手機 太空灰,APPLE,10799.0,0.0,1.0,香港蘇寧,https://product.hksuning.com/0000000000/11356505336.html
,,11359867696.0,Tablet,Apple iPad 10.2 Wifi 32GB Space Gray MW742ZP/A 平板電腦,Apple,2599.0,-1.0,0.0,香港蘇寧,https://product.hksuning.com/0000000000/11359867696.html
