,Unnamed: 0,product_index,product_type,product_brand,product_name,product_price,average_rate,no_of_rates,seller,website
8,8,H6934001_S_ALWA51M-R1982-W-W10,laptop,Dell,ALWA51M-R1982-W-W10,38999.0,0.0,0,D--Century-Technology-Limited,https://www.hktvmall.com/hktv/zh/main/D--Century-Technology-Limited/s/H6934001/電子電器/電子電器/電腦及週邊設備/手提電腦/ALWA51MR1982WW10/p/H6934001_S_ALWA51M-R1982-W-W10
9,9,H6628001_S_PS42-8RC,laptop,MSI,PS42-MODERN-8RC I7,15800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/PS42MODERN8RC-I7/p/H6628001_S_PS42-8RC
10,10,H0661010_S_XPS13-9380-R1700W-W-W10,laptop,Dell,"XPS13-9380 (i7/8G/256G M.2 SSD/13.3"")",12999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/XPS139380-i78G256G-M2-SSD133/p/H0661010_S_XPS13-9380-R1700W-W-W10
11,11,H5189001_S_AORUS15-XA,laptop,GIGABYTE,Gigabyte AORUS 15-XA,18499.0,0.0,0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/手提電腦/Gigabyte-AORUS-15XA/p/H5189001_S_AORUS15-XA
12,12,H5302003_S_RD-10082,laptop,Rain Design,mBar Pro 可摺疊手提電腦企架 - 銀,438.0,0.0,0,SRSWorks-Limited,https://www.hktvmall.com/hktv/zh/main/SRSWorks-Limited/s/H5302003/電子電器/電子電器/電腦及週邊設備/其他電腦產品/Mac專用配件/mBar-Pro-可摺疊手提電腦企架-銀/p/H5302003_S_RD-10082
13,13,H6781001_S_GP-H40,laptop,Grenoplus,Type C to HDMI 轉接器,168.0,0.0,0,HK-GadGet-Mall,https://www.hktvmall.com/hktv/zh/main/HK-GadGet-Mall/s/H6781001/電子電器/電子電器/電腦及週邊設備/手提電腦/Type-C-to-HDMI-轉接器/p/H6781001_S_GP-H40
14,14,H6628001_S_P65-9SE-4K,laptop,MSI,P65-9SE-4K,19800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/P659SE4K/p/H6628001_S_P65-9SE-4K
15,15,H5302003_S_RD-10080,laptop,Rain Design,mBar 手提電腦支架 - 銀,198.0,0.0,0,SRSWorks-Limited,https://www.hktvmall.com/hktv/zh/main/SRSWorks-Limited/s/H5302003/電子電器/電子電器/電腦及週邊設備/其他電腦產品/Mac專用配件/mBar-手提電腦支架-銀/p/H5302003_S_RD-10080
16,16,H5189001_S_AORUS7,laptop,GIGABYTE,Gigabyte AORUS 7,11399.0,0.0,0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/手提電腦/Gigabyte-AORUS-7/p/H5189001_S_AORUS7
17,17,H0710001_S_BUS89102,laptop,Targus,運動背包超值裝（藍色迷彩）15.6“,350.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/電子電器/電子電器/電腦及週邊設備/手提電腦/運動背包超值裝藍色迷彩156/p/H0710001_S_BUS89102
18,18,H6629001_S_MS-NB-GS658SF-I7-16GS-207,laptop,MSI,"MSI GS65 Stealth 8SF (GeForce® RTX2070 with Max-Q Design, 8GB GDDR6) Gaming Notebook",21999.0,0.0,0,HKPlayer,https://www.hktvmall.com/hktv/zh/main/HKPlayer/s/H6629001/電子電器/電子電器/電腦及週邊設備/手提電腦/MSI-GS65-Stealth-8SF-GeForce-RTX2070-with-MaxQ-Design-8GB-GDDR6-Gaming-Notebook/p/H6629001_S_MS-NB-GS658SF-I7-16GS-207
19,19,S1076001_S_193386667605,laptop,聯想,LENOVO L340-15IRH (81LK004CHH) 手提電腦,8640.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-L34015IRH-81LK004CHH-手提電腦/p/S1076001_S_193386667605
20,20,H6781001_S_GP-ULCB1,laptop,Grenoplus,C2 5合1多功能集線器-灰,288.0,0.0,0,HK-GadGet-Mall,https://www.hktvmall.com/hktv/zh/main/HK-GadGet-Mall/s/H6781001/電子電器/電子電器/電腦及週邊設備/手提電腦/C2-5合1多功能集線器灰/p/H6781001_S_GP-ULCB1
21,21,H5866001_S_MR9R2ZPAC,laptop,APPLE,"2018 MacBook Pro 13"" 觸控欄 512GB 太空灰連AppleCare+ 3年保養服務",15888.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-13-觸控欄-512GB-太空灰連AppleCare-3年保養服務/p/H5866001_S_MR9R2ZPAC
22,22,G5031001_S_MV972,laptop,APPLE,"13-inch MacBook Pro, 2.4GHz i5, 512GB (2019) - 太空灰 #HK行貨",15799.0,0.0,0,Metro-com,https://www.hktvmall.com/hktv/zh/main/Metro-com/s/G5031001/電子電器/電子電器/電腦及週邊設備/手提電腦/13inch-MacBook-Pro-24GHz-i5-512GB-2019-太空灰-HK行貨/p/G5031001_S_MV972
23,23,H6628001_S_PS63-8M,laptop,MSI,PS63-MODERN-8RC,12800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/PS63MODERN8RC/p/H6628001_S_PS63-8M
24,24,H6628001_S_GT75-9SG-i9,laptop,MSI,GT75 Titan 9SG i9 電競筆電,43800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/GT75-Titan-9SG-i9-電競筆電/p/H6628001_S_GT75-9SG-i9
25,25,H5189001_S_AERO15-XA-i7-240Hz,laptop,GIGABYTE,Gigabyte AERO 15 XA i7 240Hz,20499.0,0.0,0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/手提電腦/Gigabyte-AERO-15-XA-i7-240Hz/p/H5189001_S_AERO15-XA-i7-240Hz
26,26,H5302006_S_RD-10082,laptop,Rain Design,mBar Pro 可摺疊手提電腦企架 - 銀,438.0,0.0,0,Weebuy,https://www.hktvmall.com/hktv/zh/main/Weebuy/s/H5302006/電子電器/電子電器/電腦及週邊設備/其他電腦產品/Mac專用配件/mBar-Pro-可摺疊手提電腦企架-銀/p/H5302006_S_RD-10082
27,27,H5302003_S_RD-10084,laptop,Rain Design,mBar Pro+ 可摺疊手提電腦企架 - 銀,518.0,0.0,0,SRSWorks-Limited,https://www.hktvmall.com/hktv/zh/main/SRSWorks-Limited/s/H5302003/電子電器/電子電器/電腦及週邊設備/其他電腦產品/Mac專用配件/mBar-Pro-可摺疊手提電腦企架-銀/p/H5302003_S_RD-10084
28,28,S1076001_S_31PF0E9006QHH,laptop,聯想,LENOVO IDEACENTRE A340-22ICB (PF0E9006QHH) 手提電腦,6678.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-IDEACENTRE-A34022ICB-PF0E9006QHH-手提電腦/p/S1076001_S_31PF0E9006QHH
29,29,S1076001_S_1P4Y50U59628,laptop,聯想,Lenovo Yoga 滑鼠與雷射簡報器 (4Y50U59628),450.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/Lenovo-Yoga-滑鼠與雷射簡報器-4Y50U59628/p/S1076001_S_1P4Y50U59628
30,30,H5023002_S_80VR00AQHH_BN,laptop,聯想,Legion Y720 i7 16G 強勁遊戲手提電腦 (80VR00AQHH) - 全新機,8999.0,0.0,0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/電子電器/電子電器/電腦及週邊設備/電競產品/電競筆電/Legion-Y720-i7-16G-強勁遊戲手提電腦-80VR00AQHH-全新機/p/H5023002_S_80VR00AQHH_BN
31,31,H6781001_S_GP-ULCB4-SL,laptop,Grenoplus,C2 9合1多功能集線器-銀,688.0,0.0,0,HK-GadGet-Mall,https://www.hktvmall.com/hktv/zh/main/HK-GadGet-Mall/s/H6781001/電子電器/電子電器/電腦及週邊設備/手提電腦/C2-9合1多功能集線器銀/p/H6781001_S_GP-ULCB4-SL
32,32,H6628001_S_GS65-8RE,laptop,MSI,MSI GS65 8SE Stealth 電競輕薄筆電,19800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/MSI-GS65-8SE-Stealth-電競輕薄筆電/p/H6628001_S_GS65-8RE
33,33,H6628001_S_GS75-9SG,laptop,MSI,GS75 Stealth 9SG 電競筆電,30800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/GS75-Stealth-9SG-電競筆電/p/H6628001_S_GS75-9SG
34,34,H6628001_S_GS75-9SE,laptop,MSI,MSI GS75 Stealth 9SE 電競筆電,20800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/MSI-GS75-Stealth-9SE-電競筆電/p/H6628001_S_GS75-9SE
35,35,H0661010_S_ALW15M-R2762-S-W10,laptop,Alienware,"M15 (i7/16G/1T+256G/RTX2060/15.6"")",19999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/M15-i716G1T256GRTX2060156/p/H0661010_S_ALW15M-R2762-S-W10
36,36,H6628001_S_P65-9SF,laptop,MSI,P65-CREATOR-9SF,18800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/P65CREATOR9SF/p/H6628001_S_P65-9SF
37,37,H6629001_S_MS-NC-GS658SE-I7-16GS-206,laptop,MSI,"MSI GS65 Stealth 8SE (GeForce® RTX 2060 ,GDDR6 6GB) Gaming Notebook",18999.0,0.0,0,HKPlayer,https://www.hktvmall.com/hktv/zh/main/HKPlayer/s/H6629001/電子電器/電子電器/電腦及週邊設備/手提電腦/MSI-GS65-Stealth-8SE-GeForce-RTX-2060-GDDR6-6GB-Gaming-Notebook/p/H6629001_S_MS-NC-GS658SE-I7-16GS-206
38,38,H0661010_S_ALW15M-R2980-S-W10,laptop,Alienware,"M15 (i9/32G/1T/RTX2080/15.6"")",34999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/M15-i932G1TRTX2080156/p/H0661010_S_ALW15M-R2980-S-W10
39,39,S1076001_S_31P10TXA008HC,laptop,聯想,LENOVO V530s SSF (10TXA008HC) Computer  桌上電腦,4989.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-V530s-SSF-10TXA008HC-Computer-桌上電腦/p/S1076001_S_31P10TXA008HC
40,40,H0762001_S_NP760XBE-X01HK-800160318,laptop,三星,"Notebook 7 Force 筆記型電腦 (15.6"", i7-8565U, 16GB RAM, 512GB SSD, GTX1650, Win10 Home) NP760XBE-X01HK",12598.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/Notebook-7-Force-筆記型電腦-156-i78565U-16GB-RAM-512GB-SSD-GTX1650-Win10-Home-NP760XBEX01HK/p/H0762001_S_NP760XBE-X01HK-800160318
41,41,H0762001_S_NP950XBE-X01HK-800160311,laptop,三星,(15 MX150 i7 8GB 256GB NVMe SSD Win10) Notebook 9 Always (NP950XBE-X01HK) 筆記簿型電腦,12998.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/15-MX150-i7-8GB-256GB-NVMe-SSD-Win10-Notebook-9-Always-NP950XBEX01HK-筆記簿型電腦/p/H0762001_S_NP950XBE-X01HK-800160311
42,42,H6781001_S_GP-DP40,laptop,Grenoplus,USC C to Mini DisplayPort 適配器 4K 60Hz（銀色）,148.0,0.0,0,HK-GadGet-Mall,https://www.hktvmall.com/hktv/zh/main/HK-GadGet-Mall/s/H6781001/電子電器/電子電器/電腦及週邊設備/手提電腦/USC-C-to-Mini-DisplayPort-適配器-4K-60Hz銀色/p/H6781001_S_GP-DP40
43,43,H5866001_S_MR942ZP,laptop,APPLE,"2018 MacBook Pro 15"" 觸控欄 512GB 太空灰",19788.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-15-觸控欄-512GB-太空灰/p/H5866001_S_MR942ZP
44,44,H5866001_S_MR942ZPAC,laptop,APPLE,"2018 MacBook Pro 15"" 觸控欄 512GB 太空灰連 AppleCare+ 3年保養服務",22388.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-15-觸控欄-512GB-太空灰連-AppleCare-3年保養服務/p/H5866001_S_MR942ZPAC
45,45,H5866001_S_MR962ZPAC,laptop,APPLE,"2018 MacBook Pro 15"" 觸控欄 256GB 銀色連 AppleCare+ 3年保養",18398.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-15-觸控欄-256GB-銀色連-AppleCare-3年保養/p/H5866001_S_MR962ZPAC
46,46,H5866001_S_MR9R2ZP,laptop,APPLE,"2018 MacBook Pro 13"" 觸控欄 512GB 太空灰",14188.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-13-觸控欄-512GB-太空灰/p/H5866001_S_MR9R2ZP
47,47,H5866001_S_MR9U2ZPAC,laptop,APPLE,"2018 MacBook Pro 13"" 觸控欄 256GB 銀色 AppleCare+ 3年保養",14588.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-13-觸控欄-256GB-銀色-AppleCare-3年保養/p/H5866001_S_MR9U2ZPAC
48,48,G5031001_S_MV962,laptop,APPLE,"13-inch MacBook Pro, 2.4GHz i5, 256GB (2019) - 太空灰 #HK行貨",14299.0,0.0,0,Metro-com,https://www.hktvmall.com/hktv/zh/main/Metro-com/s/G5031001/電子電器/電子電器/電腦及週邊設備/手提電腦/13inch-MacBook-Pro-24GHz-i5-256GB-2019-太空灰-HK行貨/p/G5031001_S_MV962
49,49,H6934001_S_ALWA51M-R1782H-B-W10,laptop,Dell,ALWA51M-R1782H-B-W10,32999.0,0.0,0,D--Century-Technology-Limited,https://www.hktvmall.com/hktv/zh/main/D--Century-Technology-Limited/s/H6934001/電子電器/電子電器/電腦及週邊設備/手提電腦/ALWA51MR1782HBW10/p/H6934001_S_ALWA51M-R1782H-B-W10
50,50,H5302006_S_RD-10080,laptop,Rain Design,mBar 手提電腦支架 - 銀,198.0,0.0,0,Weebuy,https://www.hktvmall.com/hktv/zh/main/Weebuy/s/H5302006/電子電器/電子電器/電腦及週邊設備/其他電腦產品/Mac專用配件/mBar-手提電腦支架-銀/p/H5302006_S_RD-10080
51,51,H5189001_S_AERO15-YA,laptop,GIGABYTE,Gigabyte AERO 15 OLED-YA,34499.0,0.0,0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/手提電腦/Gigabyte-AERO-15-OLEDYA/p/H5189001_S_AERO15-YA
52,52,H5189001_S_AERO15-XA-i7,laptop,GIGABYTE,Gigabyte AERO 15 OLED-XA i7,21999.0,0.0,0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/手提電腦/Gigabyte-AERO-15-OLEDXA-i7/p/H5189001_S_AERO15-XA-i7
53,53,H5189001_S_AERO-17-WA,laptop,GIGABYTE,Gigabyte AERO 17 WA 144Hz,17999.0,0.0,0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/手提電腦/Gigabyte-AERO-17-WA-144Hz/p/H5189001_S_AERO-17-WA
54,54,H5189001_S_AERO-17-SA,laptop,GIGABYTE,Gigabyte AERO 17 SA 144Hz,15299.0,0.0,0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/手提電腦/Gigabyte-AERO-17-SA-144Hz/p/H5189001_S_AERO-17-SA
55,55,H6934001_S_Ins3480-R1300HD-B-W10,laptop,Dell,Inspiron 14 3480 銀色,3699.0,0.0,0,D--Century-Technology-Limited,https://www.hktvmall.com/hktv/zh/main/D--Century-Technology-Limited/s/H6934001/電子電器/電子電器/電腦及週邊設備/手提電腦/Inspiron-14-3480-銀色/p/H6934001_S_Ins3480-R1300HD-B-W10
56,56,H6629001_S_MS-NB-GS758SE-I7-16GS-206,laptop,MSI,"MSI GS75 Stealth 8SE (GeForce® RTX 2060 ,GDDR6 6GB) Gaming Notebook",19999.0,0.0,0,HKPlayer,https://www.hktvmall.com/hktv/zh/main/HKPlayer/s/H6629001/電子電器/電子電器/電腦及週邊設備/手提電腦/MSI-GS75-Stealth-8SE-GeForce-RTX-2060-GDDR6-6GB-Gaming-Notebook/p/H6629001_S_MS-NB-GS758SE-I7-16GS-206
57,57,H0661010_S_ALW15M-R2980-R-W10,laptop,Alienware,"M15 (i9/32G/1T/RTX2080/15.6"")",34999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/M15-i932G1TRTX2080156/p/H0661010_S_ALW15M-R2980-R-W10
58,58,H5023002_S_20Q0S05D00,laptop,聯想,ThinkPad X390 13.3吋 8代i5 16G 極致靈巧商務手提電腦 (20Q0S05D00) - 全新機,12598.0,0.0,0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/電子電器/電子電器/電腦及週邊設備/手提電腦/ThinkPad-X390-133吋-8代i5-16G-極致靈巧商務手提電腦-20Q0S05D00-全新機/p/H5023002_S_20Q0S05D00
59,59,H5866001_S_MPXT2ZPAPPLECARE,laptop,APPLE,13 吋 MacBook Pro 2.3GHz 處理器 256GB 儲存空間 銀色 (選取除舊服務),13456.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/13-吋-MacBook-Pro-23GHz-處理器-256GB-儲存空間-太空灰/p/H5866001_S_MPXT2ZPAPPLECARE
0,0,H5866001_S_MR932ZPAC,laptop,APPLE,"2018 MacBook Pro 15"" 觸控欄 256GB 太空灰 AppleCare+ 3年保養服務",18398.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-15-觸控欄-256GB-太空灰-AppleCare-3年保養服務/p/H5866001_S_MR932ZPAC
1,1,H5866001_S_MR972ZP,laptop,APPLE,"2018 MacBook Pro 15"" 觸控欄 512GB 銀色",19788.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-15-觸控欄-512GB-銀色/p/H5866001_S_MR972ZP
2,2,H5866001_S_MR9V2ZP,laptop,APPLE,"2018 MacBook Pro 13"" 觸控欄及 Touch ID 銀色",14188.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-13-觸控欄及-Touch-ID-銀色/p/H5866001_S_MR9V2ZP
3,3,H6628001_S_GT75-9SF,laptop,MSI,GT75 Titan 9SF i7 電競筆電,26800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/GT75-Titan-9SF-i7-電競筆電/p/H6628001_S_GT75-9SF
4,4,H5023001_S_80Q10058HH,laptop,聯想,IdeaPad Y900-17ISK 4核心 Core i7 配GTX980M-8GB電競手提電腦(80Q10058HH) - 高質開盒產品,9999.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/電競產品/電競筆電/IdeaPad-Y90017ISK-4核心-Core-i7-配GTX980M8GB電競手提電腦80Q10058HH-高質開盒產品/p/H5023001_S_80Q10058HH
5,5,H5866001_S_MR962ZP,laptop,APPLE,"2018 MacBook Pro 15"" 觸控欄 256GB 銀色",16188.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-15-觸控欄-256GB-銀色/p/H5866001_S_MR962ZP
6,6,H6628001_S_P65-9SF-4K,laptop,MSI,P65-CREATOR-9SF-4K,21800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/P65CREATOR9SF4K/p/H6628001_S_P65-9SF-4K
7,7,H6628001_S_GT75-9SG-i7,laptop,MSI,GT75 Titan 9SG - i7 電競筆電,32500.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/GT75-Titan-9SG-i7-電競筆電/p/H6628001_S_GT75-9SG-i7
8,8,H0661010_S_ALWA51M-R1762-W-W10,laptop,Alienware,"Area-51m(i7/16G/1T+256G/RTX2060/17.3"")",25999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/Area51mi716G1T256GRTX2060173/p/H0661010_S_ALWA51M-R1762-W-W10
9,9,H6628001_S_P75-9SF-4K-I9,laptop,MSI,P75-CREATOR 9SF-4K-I9,29800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/P75CREATOR-9SF4KI9/p/H6628001_S_P75-9SF-4K-I9
10,10,H6628001_S_GT75-8SG-4K,laptop,MSI,GT75-TITAN-8SG-4K,35800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/GT75TITAN8SG4K/p/H6628001_S_GT75-8SG-4K
11,11,H5189001_S_AERO15-classic-SA,laptop,GIGABYTE,Gigabyte AERO 15 Classic-SA,13999.0,0.0,0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/手提電腦/Gigabyte-AERO-15-ClassicSA/p/H5189001_S_AERO15-classic-SA
12,12,H5189001_S_AERO-17-XA,laptop,GIGABYTE,Gigabyte AERO 17 XA 144Hz,21999.0,0.0,0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/手提電腦/Gigabyte-AERO-17-XA-144Hz/p/H5189001_S_AERO-17-XA
13,13,H5302006_S_RD-10084,laptop,Rain Design,mBar Pro+ 可摺疊手提電腦企架 - 銀,518.0,0.0,0,Weebuy,https://www.hktvmall.com/hktv/zh/main/Weebuy/s/H5302006/電子電器/電子電器/電腦及週邊設備/其他電腦產品/Mac專用配件/mBar-Pro-可摺疊手提電腦企架-銀/p/H5302006_S_RD-10084
14,14,H0661010_S_ALW15M-R2782-R-W10,laptop,Alienware,"M15 (i7/16G/1T+256G/RTX2070/15.6"")",21999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/M15-i716G1T256GRTX2070156/p/H0661010_S_ALW15M-R2782-R-W10
15,15,H0661010_S_ALWA51M-R1782-W-W10,laptop,Alienware,"Area-51m(i7/16G/1T+256G/RTX2070/17.3"")",27999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/Area51mi716G1T256GRTX2070173/p/H0661010_S_ALWA51M-R1782-W-W10
16,16,H0661010_S_ALWM17-R1982-S-W10,laptop,Alienware,"M17 (i9/16G/1T+512G/RTX2080/17.3""UHD)",37999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/M17-i916G1T512GRTX2080173UHD/p/H0661010_S_ALWM17-R1982-S-W10
17,17,S1076001_S_90K800CEHH,laptop,聯想,LENOVO IDEACENTRE 510S-07ICB (90K800CEHH) 桌上型電腦       ,4700.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-IDEACENTRE-510S07ICB-90K800CEHH-桌上型電腦-/p/S1076001_S_90K800CEHH
18,18,S1076001_S_31P90K800CUHH,laptop,聯想,LENOVO IDEACENTRE 510S-07ICB (90K800CUHH)桌上型電腦       ,5263.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-IDEACENTRE-510S07ICB-90K800CUHH桌上型電腦-/p/S1076001_S_31P90K800CUHH
19,19,H6781001_S_GP-ULCB1-SL,laptop,Grenoplus,C2 5合1多功能集線器-銀,288.0,0.0,0,HK-GadGet-Mall,https://www.hktvmall.com/hktv/zh/main/HK-GadGet-Mall/s/H6781001/電子電器/電子電器/電腦及週邊設備/手提電腦/C2-5合1多功能集線器銀/p/H6781001_S_GP-ULCB1-SL
20,20,H6781001_S_GP-ULCB2-SL,laptop,Grenoplus,C2 8合1多功能集線器-銀,548.0,0.0,0,HK-GadGet-Mall,https://www.hktvmall.com/hktv/zh/main/HK-GadGet-Mall/s/H6781001/電子電器/電子電器/電腦及週邊設備/手提電腦/C2-8合1多功能集線器銀/p/H6781001_S_GP-ULCB2-SL
