,Product Index,Product Name,Product Specification,Product Brand Number,Product Price
249,10605109620.0,SAMSUNG NOTEBOOK 9 ALWAYS 15'' 256GB SSD NP900X5T-K01HK 手提電腦,256GB,1401,9788.0
250,11241444386.0,ASUS ZenBook S UX391UA-BP8515E Notebook 手提電腦,None,1051,8998.0
251,11008663850.0,HONOR View 20 8+256GB 智能手機 幻影藍,256GB,901,3499.0
252,11308814750.0,SAMSUNG TAB S6 WIFI 6+128GB 平板電腦,128GB,1401,5488.0
253,10584849614.0,APPLE IPHONE 11 PRO MAX 256GB 手機 午夜綠色,256GB,1501,10799.0
254,10748851002.0,FUJITSU E548K501B 14'' i5 256GB SSD MADE IN JAPAN 手提電腦,256GB,951,8998.0
255,10578454629.0,GLOBAL PHONE 智能手機 藍色,None,251,2688.0
256,11356505335.0,APPLE IPHONE 11 PRO MAX 64GB 手機 午夜綠色,64GB,1501,9499.0
257,694759712.0,RAZER BLADE STEALTH 13.3 I7/16GB/512GB RZ09-01963E32-R341 遊戲手提電腦,16GB+512GB,401,13999.0
258,11228763880.0,SAMSUNG SM-T295C GALAXY TAB A 8 32GB LTE 银色,32GB,1401,1388.0
259,11356505278.0,APPLE IPHONE 11 128GB 手機 綠色,128GB,1501,6499.0
260,11356505336.0,APPLE IPHONE 11 PRO MAX 256GB 手機 太空灰,256GB,1501,10799.0
261,11359867696.0,Apple iPad 10.2 Wifi 32GB Space Gray MW742ZP/A 平板電腦,32GB,1451,2599.0
262,11359867697.0,Apple iPad 10.2 Wifi 32GB Silver MW752ZP/A 平板電腦,32GB,1451,2599.0
263,11359867698.0,Apple iPad 10.2 Wifi 32GB Gold MW762ZP/A 平板電腦,32GB,1451,2599.0
264,11359867699.0,Apple iPad 10.2 Wifi 128GB SpaceGray MW772ZP/A 平板電腦,128GB,1451,3399.0
265,11359867700.0,Apple iPad 10.2 Wifi 128GB Silver MW782ZP/A 平板電腦,128GB,1451,3399.0
266,11359867701.0,Apple iPad 10.2 WIifi 128GB Gold MW792ZP/A 平板電腦,128GB,1451,3399.0
267,10555845879.0,Apple iPad Pro 12.9 256GB 4G Silver MTJ62ZP/A 平板電腦,256GB+4G,1451,9199.0
268,10964145768.0,APPLE IPAD MINI 2019 256GB 4G GOLD MUXE2ZP/A 平板電腦,256GB+4G,1501,4899.0
269,10395120260.0,Apple iPad (2018) Wi-Fi + Cellular 128GB MR732ZP/A 銀色,128GB,1451,3988.0
270,10555823651.0,Apple iPad Pro 11 64GB Wi-Fi Space Gray MTXN2ZP/A 平板電腦,64GB,1451,5799.0
271,10395181893.0,Apple iPad (2018) Wi-Fi 128GB MR7J2ZP/A 太空灰,128GB,1451,3088.0
272,10395197204.0,Apple iPad (2018) Wi-Fi 32GB MRJN2ZP/A 金色,32GB,1451,2428.0
273,11359867692.0,Apple iPad 10.2 4G 32GB Gold MW6D2ZP/A 平板電腦,4G+32GB,1451,3599.0
274,624902234.0,Apple MacBook 12 MNYK2ZP/A（金色）,None,1451,9388.0
275,10555864883.0,Apple Macbook Air 13 1.6GHz I5 256GB Gold MREF2ZP/A 手提電腦,6G+256GB,1451,10339.0
276,11356500071.0,APPLE IPHONE 11 64GB 手機 紅色,64GB,1501,5999.0
277,11356505301.0,APPLE IPHONE 11 PRO 256GB 手機 太空灰,256GB,1501,9899.0
278,11356505303.0,APPLE IPHONE 11 PRO 256GB 手機 銀色,256GB,1501,9899.0
279,11356505306.0,APPLE IPHONE 11 PRO 256GB 手機 金色,256GB,1501,9899.0
280,11356505307.0,APPLE IPHONE 11 PRO 256GB 手機 午夜綠色,256GB,1501,9899.0
281,11362841977.0,HUAWEI NOVA 5T 手機 蘇音藍,None,1351,3088.0
282,11008663653.0,HONOR View 20 6+128GB 智能手機 魅海藍,128GB,901,3499.0
283,11356505270.0,APPLE IPHONE 11 128GB 手機 白色,128GB,1501,6499.0
284,11356505273.0,APPLE IPHONE 11 128GB 手機 紅色,128GB,1501,6499.0
285,10584849620.0,APPLE IPHONE 11 PRO MAX 512GB 手機 銀色,512GB,1501,12499.0
286,10584849623.0,APPLE IPHONE 11 PRO MAX 512GB 手機 金色,512GB,1501,12499.0
287,10584849624.0,APPLE IPHONE 11 PRO MAX 512GB 手機 午夜綠色,512GB,1501,12499.0
288,10584849629.0,APPLE IPHONE 8 128GB 手機 太空灰,128GB,1501,4311.02
289,11308814874.0,SAMSUNG TAB S6 LTE 8+256GB 平板電腦,256GB,1401,6788.0
290,11356505310.0,APPLE IPHONE 11 PRO 512GB 手機 銀色,512GB,1501,11599.0
291,11356505311.0,APPLE IPHONE 11 PRO 512GB 手機 金色,512GB,1501,11599.0
292,11356511086.0,APPLE IPHONE 11 PRO 512GB 手機 太空灰,512GB,1501,11599.0
293,11356505312.0,APPLE IPHONE 11 PRO 512GB 手機 午夜綠色,512GB,1501,11599.0
294,11356511087.0,APPLE IPHONE 11 PRO MAX 256GB 手機 銀色,256GB,1501,10799.0
295,11362693362.0,HUAWEI P30 PRO 8+256GB 手機 神秘蓝,256GB,1351,5498.0
296,10584849659.0,APPLE IPHONE 8 128GB 手機 銀色,128GB,1501,4311.02
297,11356505313.0,APPLE IPHONE 11 PRO MAX 64GB 手機 太空灰,64GB,1501,9499.0
298,11356505314.0,APPLE IPHONE 11 PRO MAX 64GB 手機 銀色,64GB,1501,9499.0
299,11362841982.0,HUAWEI NOVA 5T 手機 仲夏紫,None,1351,3088.0
300,11362846166.0,HUAWEI NOVA 5T 手機 亮黑色,None,1351,3088.0
301,10584849312.0,APPLE IPHONE XS MAX 64GB 手機 銀色,64GB,1501,8169.0
302,11356505282.0,APPLE IPHONE 11 256GB 手機 黑色,256GB,1501,7299.0
303,11356505283.0,APPLE IPHONE 11 256GB 手機 白色,256GB,1501,7299.0
304,11356505284.0,APPLE IPHONE 11 256GB 手機 紅色,256GB,1501,7299.0
305,11308814854.0,SAMSUNG TAB S6 LTE 6+128GB 平板電腦,128GB,1401,6088.0
306,10584852176.0,APPLE IPHONE 8 PLUS 128GB 手機 銀色,128GB,1501,5291.02
307,10584852177.0,APPLE IPHONE 8 PLUS 128GB 手機 金色,128GB,1501,5291.02
308,11143482027.0,SAMSUNG GALAXY S10+ 手機 8+128GB 幻鑚銀,128GB,1401,6398.0
309,10584849660.0,APPLE IPHONE 8 128GB 手機 金色,128GB,1501,4311.02
310,11026147276.0,SAMSUNG GALAXY A60 手機 6+128GB 橙色,128GB,1401,2298.0
311,11020212653.0,HUAWEI P30 8+128GB智能手機 黑色,128GB,1351,4088.0
312,10584849663.0,APPLE IPHONE 8 PLUS 128GB 手機 太空灰,128GB,1501,5291.02
313,11020212654.0,HUAWEI P30 LITE 6+128GB 智能手機 黑色,128GB,1351,2388.0
314,10584849433.0,APPLE IPHONE XS MAX 512GB 手機 銀色,512GB,1501,11019.0
315,11356500068.0,APPLE IPHONE 11 64GB 手機 黑色,64GB,1501,5999.0
316,10584849209.0,APPLE IPHONE XS 256GB 手機 太空灰,256GB,1501,8644.05
317,10584849613.0,APPLE IPHONE 11 PRO MAX 256GB 手機 金色,256GB,1501,10799.0
318,11356505269.0,APPLE IPHONE 11 128GB 手機 黑色,128GB,1501,6499.0
319,10584849617.0,APPLE IPHONE 11 PRO MAX 512GB 手機 太空灰,512GB,1501,12499.0
320,11039060812.0,SAMSUNG GALAXY A70 手機 6+128GB 黑色,128GB,1401,2798.0
321,11356505294.0,APPLE IPHONE 11 PRO 64GB 手機 銀色,64GB,1501,8599.0
322,11356505298.0,APPLE IPHONE 11 PRO 64GB 手機 午夜綠色,64GB,1501,8599.0
323,11356500073.0,APPLE IPHONE 11 64GB 手機 黃色,64GB,1501,5999.0
324,11356500075.0,APPLE IPHONE 11 64GB 手機 紫色,64GB,1501,5999.0
325,11356505334.0,APPLE IPHONE 11 PRO MAX 64GB 手機 金色,64GB,1501,9499.0
326,11356505274.0,APPLE IPHONE 11 128GB 手機 黃色,128GB,1501,6499.0
327,11356505277.0,APPLE IPHONE 11 128GB 手機 紫色,128GB,1501,6499.0
328,11356505287.0,APPLE IPHONE 11 256GB 手機 黃色,256GB,1501,7299.0
329,11356505288.0,APPLE IPHONE 11 256GB 手機 紫色,256GB,1501,7299.0
330,11356505289.0,APPLE IPHONE 11 256GB 手機 綠色,256GB,1501,7299.0
331,11356500069.0,APPLE IPHONE 11 64GB 手機 白色,64GB,1501,5999.0
332,11356505266.0,APPLE IPHONE 11 64GB 手機 綠色,64GB,1501,5999.0
333,11362693468.0,HUAWEI P30 PRO 8+256GB 手機 薰衣草,256GB,1351,5988.0
334,11356505293.0,APPLE IPHONE 11 PRO 64GB 手機 太空灰,64GB,1501,8599.0
335,11356505297.0,APPLE IPHONE 11 PRO 64GB 手機 金色,64GB,1501,8599.0
