,product_name,product_index,product_type,median_rates,mean_rates
214,Tab 3 7 Essential TB3-710F 1G+16G (ZA0R0091HK) - 全新機行貨,H5023002_S_ZA0R0091HK_BN,tablet,0.0,0.0
215,Tab 3 7 Essential TB3-710F 1G+16G (ZA0R0091HK) - 全新機行貨,H5023002_S_ZA0R0091HK_BN,laptop,0.0,0.0
216,iPlay10 Pro 10.1英寸大屏娛樂平板電腦2019新款,H0972006_S_iplay10pro,tablet,0.0,0.0
217,iPlay8 Pro 8英寸掌上輕薄遊戲娛樂平板電腦2019新款,H0972006_S_iplay8pro,tablet,0.0,0.0
218,Alldocube iPlay 7T,H5189001_S_Alldocube-iPlay7T,tablet,0.0,0.0
219,Alldocube iPlay 10 Pro,H5189001_S_Alldocube-iPlay10pro,tablet,0.0,0.0
220,Alldocube iPlay 8 Pro,H5189001_S_Alldocube-iPlay8pro,tablet,0.0,0.0
221,Fire HD 8 16GB 平板電腦 黑色 平行進口 (8th Gen 2018),H6588001_S_Amazon_FireHD_8_2018_16GB_Black,tablet,0.0,0.0
222,Lenovo K5 Play 智能手機,S1076001_S_193268748026,tablet,0.0,0.0
223,Lenovo K5 Play 智能手機,S1076001_S_193268748026,smartphone,0.0,0.0
224,Galaxy Tab S4 WiFi 64GB - 灰色,H0762001_S_Tab-S4-Wifi-T830-64GB-GY-800670036,tablet,0.0,0.0
225,"10.2-inch iPad Wi-Fi (2019), 32GB - 大空灰 #HK行貨",G5031001_S_MW742,tablet,0.0,0.0
226,"10.2-inch iPad Wi-Fi (2019), 128GB - 太空灰 #HK行貨",G5031001_S_MW772,tablet,0.0,0.0
227,10.2-inch iPad Wi-Fi + Cellular (2019) 128GB - 太空灰 #HK行貨,G5031001_S_MW6E2,tablet,0.0,0.0
228,NAME,H7094001_S_JBLTEST,tablet,0.0,0.0
229,IdeaPad 120s-14IAP 經濟4核心配備SSD硬盤手提電腦 (81A5002NHH) - 高質陳列品,H5023001_S_81A5002NHH,laptop,0.0,0.0
230,"Swift 5 筆記型電腦 (15.6"", i5-8265U, 8GB RAM, 256GB SSD, Win 10) SF515-51T-570G",H0762001_S_Acer-SF515-51T-570G-007160305,laptop,0.0,0.0
231,ThinkPad 13 i5 輕便商務手提電腦 (20GJS00N00) - 高質陳列品,H5023001_S_20GJS00N00,laptop,0.0,0.0
232,"NOTEBOOK FLASH 13.3"" Pentium N5000 筆記簿型電腦 NP530XBB-K01HK",H0762001_S_NP530XBB-K01HK-WH,laptop,0.0,0.0
233,"13-inch MacBook Air, 1.6ghz i5, 128GB (2018), 太空灰 #HK VER.",G5031001_S_MRE82ZP,laptop,0.0,0.0
234,"Lifebook U757K505B 日本制造 Core i5 /256G SSD /15.6"" 4K Mon 1.72KG  [陳列品]",H0800001_S_U757K505B,laptop,0.0,0.0
235,"Swift 3 筆記型電腦 (14"", i5-8265U, 8GB RAM, 256GB SSD, 1TB HDD, MX250, Win 10) SF314-56G-58MJ",H0762001_S_Acer-SF314-56G-58MJ-007160312,laptop,0.0,0.0
236,"Lenovo i7 ThinkPad T430 14"" i7-3540m / 8G ram / 256 SSD / Window 10 吋手提電腦 [官方翻新品]",H6997001_S_Lenovo_T430,laptop,0.0,0.0
237,V330 8代 i5 卓越價值並驚奇效能筆電 (81B0008XHH) - 高質陳列品,H5023001_S_81B0008XHH,laptop,0.0,0.0
238,"Swift 5 筆記型電腦 (14"", i5-8265U, 8GB RAM, 256GB SSD, Win 10) SF514-53T-505N",H0762001_S_Acer-SF514-53T-505N-007160300,laptop,0.0,0.0
239,"MacBook Air 13-inch, 1.6GHz dual-core Intel Core i5, 256GB (2018 年), 太空灰 #HK行貨",G5031001_S_APPMBA256_MRE92,laptop,0.0,0.0
240,LENOVO IP S130-14IGM (81J2001AHH) 手提筆記型電腦,S1076001_S_192940985186,laptop,0.0,0.0
241,"Lenovo 聯想 ThinkPad T430 i5-3320M CPU 8GB RAM, 320GB HD 手提電腦 notebook computer [官方認證翻新機]",H6997001_S_LENOVO_I5_T430,laptop,0.0,0.0
242,Pavilion 14-ce1030TX 5MX31PA#AB5- Pale Gold,H0661001_S_NBOHPA-14-ce1030TX,laptop,0.0,0.0
243,IdeaPad S145 14吋 i5 8G 256 SSD 手提電腦 (81MU00B7HH),H5023002_S_81MU00B7HH,laptop,0.0,0.0
244,"IdeaPad 510S 13.3"" i5 SSD 輕巧高效手提電腦 (80V0000YHH) - 高質陳列品",H5023001_S_80V0000YHH_DU,laptop,0.0,0.0
245,IdeaPad 330s 14吋 8代i7 纖巧幼邊筆記型電腦 (81F4007BHH) - 全新機,H5023002_S_81F4007BHH,laptop,0.0,0.0
246,"NOTEBOOK FLASH 13.3"" Pentium N5000 筆記簿型電腦 NP530XBB-K03HK",H0762001_S_NP530XBB-K03HK-800160054,laptop,0.0,0.0
247,XPS15-7590-R1740H-S-W10,H6934001_S_XPS15-7590-R1740H-S-W10,laptop,0.0,0.0
248,Yoga 520-14IKB 2合一 Core i5 觸屏手提電腦 (80X800JXHH) - 高質陳列品,H5023001_S_80X800JXHH,laptop,0.0,0.0
249,IdeaPad U31-70 240GB 手提電腦 (80M5006SHH_240) - 高質陳列品,H5023001_S_80M5006SHH_240,laptop,0.0,0.0
250,LENOVO IDEACENTRE 510S-07ICB (90K800CVHH) 桌上型電腦      ,S1076001_S_31P90K800CVHH,laptop,0.0,0.0
251,"A315 15.6"" FHD i3-8145u 8G 128G+1TB SHARE Win10 Home",H6603001_S_A315_54_33GC_NXHEFCF001,laptop,0.0,0.0
252,"LIFEBOOK S937K501 白色 日本制造手提電腦 13.3"" FHD i5 8GB 256GB WIN10 Pro 1.19Kg",H0800001_S_S937K501W,laptop,0.0,0.0
253,"E558X503B1 日本制造15.6""手提電腦",H0800001_S_E558X503B1,laptop,0.0,0.0
254,14-ck0110TU 5EF56PA#AB5- Scarlet Red,H0661001_S_NBOHPA-14-ck0110TU,laptop,0.0,0.0
255,"AVITA 13"" N4200 手提電腦 (丁香紫)",H5899002_S_NS13A1HK089P,laptop,0.0,0.0
256,"Swift 5 筆記型電腦 (15.6"", i5-8265U, 8GB RAM, 256GB SSD, Win 10) SF515-51T-57PL",H0762001_S_Acer-SF515-51T-57PL-007160304,laptop,0.0,0.0
257,IdeaPad 520s-14IKB 第7代 Core i3 配SSD硬盤手提電腦 (80X200DYHH) - 高質陳列品,H5023001_S_80X200DYHH,laptop,0.0,0.0
258,"IdeaPad_S130-14IGM 14"" HD N5000 4G 128G SHARE Win10 Home (灰色)",H6603001_S_IdeaPad_S130_14IGM_81J2001AHH,laptop,0.0,0.0
259,"IdeaPad_S130-14IGM 14"" HD N5000 4G 128G SHARE Win10 Home (藍色)",H6603001_S_IdeaPad_S130_14IGM_81J2001CHH,laptop,0.0,0.0
260,RLB-101_W,H6603001_S_REMAX_RLB-101_W,laptop,0.0,0.0
261,THINKPAD EDGE E560 15吋 i3 6G 商務筆記本電腦 (20EVA01LHH_6GB) - 高質陳列品,H5023001_S_20EVA01LHH_6GB,laptop,0.0,0.0
262,IDEAPAD 330S-15IKB 8代i5 纖巧高效筆記簿型電腦 (81F500BMHH) - 高質陳列品,H5023001_S_81F500BMHH,laptop,0.0,0.0
263,13 吋 MacBook Air 1.8GHz 處理器 128GB 儲存空間 (選取除舊服務),H5866001_S_MQD32ZPAPPLECARE,laptop,0.0,0.0
264,"ASUS E203MA 11.6"" HD N4000 4G 128G WIN10 Home (粉紅色)",H6603001_S_ASUS_E203MA_PE4005T,laptop,0.0,0.0
265,"ASUS E203MA 11.6"" HD N4000 4G 128G WIN10 Home (白色)",H6603001_S_ASUS_E203MA_WE4003T,laptop,0.0,0.0
266,Lenovo 聯想 ThinkPad T430 i7-3320M CPU 16GB RAM 256GB SSD 手提電腦 notebook computer [官方認證翻新機],H6997001_S_LENOVO_I7_T430_16GB,laptop,0.0,0.0
267,"SF114 14"" FHD N5000 4G 128G SHARE Win10 S mode (金色)",H6603001_S_Aspire_SF114_32_P7FY_NX_GXTCF_003,laptop,0.0,0.0
268,ThinkPad X260 i5 輕便商務手提電腦 (20F6A035HH) - 高質陳列品,H5023001_S_20F6A035HH,laptop,0.0,0.0
269,U728U5B 日本制造手提電腦[HKTVmall獨家3年保養] i5-8250 8GB 256GB WIN10 Home 1.12Kg,H0800001_S_U728U5B,laptop,0.0,0.0
270,"NP900X3J-K02HK 13.3"" FHD i5-7200u 8G 256G SHARE Win10 Home (銀色)",H6603001_S_Samsung_NP900X3J_K02HK,laptop,0.0,0.0
271,IdeaPad S130-14IGM 經濟型 14 吋超薄手提電腦 (81J2001AHH) - 高質陳列品,H5023001_S_81J2001AHH,laptop,0.0,0.0
272,LENOVO C340-14IWL (81N4003LHH) 手提電腦,S1076001_S_193386316664,laptop,0.0,0.0
273,"ASUS E203MA 11.6"" HD N4000 4G 128G WIN10 Home (灰色)",H6603001_S_ASUS_E203MA_AE4001T,laptop,0.0,0.0
274,IdeaPad U31-70 128GB 手提電腦 (80M5006SHH) - 高質陳列品,H5023001_S_80M5006SHH,laptop,0.0,0.0
275,DisplayLink USB-C 5K輸出多功能擴展基座 60W PD USB-PD 供電 HDMI / DisplayPort 雙4K輸出,H6781001_S_WL-UG69PD2,laptop,0.0,0.0
276,"ASUS UX431FN-SP8201T 14"" IPS 1920x1080 i5-8265u 8G 256G MX150-2G Win10 Home",H6603001_S_ASUS_UX431FN_SP8201T,laptop,0.0,0.0
277,"NP530XBB-K02 13.3"" FHD N5000 4G 128G SHARE Win10 Home (黑色)",H6603001_S_Samsung_NP530XBB_K03HK,laptop,0.0,0.0
278,IdeaPad 320-15IKB 15吋全高清 筆記本電腦 (80XL006MHH) - 高質陳列品,H5023001_S_80XL006MHH,laptop,0.0,0.0
279,Disney兩文三語兒童點讀套裝,H5807001_S_4895076203488,laptop,0.0,0.0
280,TB502T 玻璃檯,H6300001_S_736TB502T,laptop,0.0,0.0
281,"AVITA 12.5"" i5-7Y54 手提電腦 (花漾粉紅)",H5899002_S_NS12A1HK002P,laptop,0.0,0.0
282,ThinkPad X270 i5 輕便商務手提電腦 (20HN0041HH) - 開箱機,H5023001_S_20HN0041HH,laptop,0.0,0.0
283,"15 R4 (i9/32G/1T+512G/GTX1080MQ/15.6"")",H0661010_S_ALW15C-R5982U-S-W10,laptop,0.0,0.0
284,YOGA 910-13IKB Core i7 FHD 配 256G SSD 超級本電腦 (80VF00AHHH) - 高質陳列品,H5023001_S_80VF00AHHH,laptop,0.0,0.0
285,P728UT501B 日本制造手提電腦[HKTVmall獨家3年保養] i5-8250 8GB 256GB WIN10 Home 360° Foldable 2 in 1 device,H0800001_S_P728T501B,laptop,0.0,0.0
286,"Swift 3 筆記型電腦 (14"", i5-8265U, 8GB RAM, 125GB SSD, 1TB HDD, MX150, Win 10) SF314-56G-51AX",H0762001_S_Acer-SF314-56G-51AX-007160311,laptop,0.0,0.0
287,IDEAPAD 330S-15IKB 8代i5 獨顯 纖巧高效筆記簿型電腦 (81F500BPHH) - 高質陳列品,H5023001_S_81F500BPHH,laptop,0.0,0.0
288,Latitude 3400 i5-8265U/8G/256G SSD (現貨),H6202001_S_Lat3490-i5-8G-256GSSD,laptop,0.0,0.0
289,"LifeBook U937 日本制造 Core i7 /12GB / 256G SSD /920g / 13.3"" FHD  [陳列品]",H0800001_S_U937K701B,laptop,0.0,0.0
290,"NP530XBB-K02 13.3"" FHD N5000 4G 128G SHARE Win10 Home (粉紅色)",H6603001_S_Samsung_NP530XBB_K02HK,laptop,0.0,0.0
291,"NP900X3J-K01HK 13.3"" FHD i7-7500u 8G 512G SHARE Win10 Home (銀色)",H6603001_S_Samsung_NP900X3J_K01HK,laptop,0.0,0.0
292,"NP530XBB-K01 13.3"" FHD N5000 4G 128G SHARE Win10 Home  (白色)",H6603001_S_Samsung_NP530XBB_K01HK,laptop,0.0,0.0
293,Thunderbolt 3 USB-C 7合1 擴充器 (Macbook Pro專用) 4K HDMI / 讀咭器 / USB-C + USB3.0 接口【香港行貨】,H6781001_S_WL-UHP3405M-D,laptop,0.0,0.0
294,5K Dual 4K DisplayLink USBC 多功能擴展基座 HDMI / DisplayPort 輸出 千兆網口 USB hub UG69DK1 原裝行貨 一年保養,H6781001_S_WL-UG69DK1,laptop,0.0,0.0
295,YOGA 900-13ISK Core i5 3K 超級本電腦 (80MK006DHH) - 高質陳列品,H5023001_S_80MK006DHH,laptop,0.0,0.0
296,"15 R4 (i7/16G/1T+256G/GTX1070OC/15.6"")",H0661010_S_ALW15C-R5782-B-W10,laptop,0.0,0.0
297,ThinkPad 13 (第二代) i5-7200U 8G 輕便商務手提電腦 (20J10042HH) - 高質陳列品,H5023001_S_20J10042HH,laptop,0.0,0.0
298,IDEAPAD 330S-15IKB  筆記型電腦,S1076001_S_192940033245,laptop,0.0,0.0
299,"Work + Play Rackets 15.6"" Laptop Backpack",H0710001_S_TSB943,laptop,0.0,0.0
300,"SF515 15.6"" IPS FHD i5-8265u 8G 256G SHARE Win10 Home (藍色)",H6603001_S_Acer_SF515_51T_570G_NX_H69CF_001,laptop,0.0,0.0
301,MSI GF63 8RC 電競筆電,H6628001_S_GF63-8SC,laptop,0.0,0.0
302,911M-K702S 15.6吋 專業電競筆電 i7-8750H GTX1050TI 128GB SSD +1TB HDD [陳列品],H0800001_S_911MK702S,laptop,0.0,0.0
303,IdeaPad S145 14吋 獨顯 i5 8G 256 SSD 手提電腦 (81MU00B8HH),H5023002_S_81MU00B8HH,laptop,0.0,0.0
304,ST-PLUS-X01 15.6吋 專業電競筆電 i7-7700HQ GTX1050 256GB SSD + 1000GB HDD,H0800001_S_ST-PLUS-X01,laptop,0.0,0.0
305,IdeaPad 520S-14IKB (80X2006GHH) I5-7200u 雙硬盤筆記本電腦  - 高質陳列品,H5023001_S_80X2006GHH,laptop,0.0,0.0
306,"Inspiron 13-5370 Pink (i3/8G/256G/13.3"" IPS)",H0661010_S_13L-R2500-P-W10,laptop,0.0,0.0
307,便攜式筆記本電腦散熱板 LapDesk,H0710001_S_PA243,laptop,0.0,0.0
308,"AVITA 13"" N4200 手提電腦 (澄空藍  )",H5899002_S_NS13A1HK093P,laptop,0.0,0.0
309,Legion Y720 i7 16G 強勁遊戲手提電腦 (80VR00AQHH) - 高質陳列品,H5023001_S_80VR00AQHH,laptop,0.0,0.0
310,C340-14IWL (81N4005FHH) 筆記型電腦,S1076001_S_193386457664,laptop,0.0,0.0
311,C340-14IWL (81N4005FHH) 筆記型電腦,S1076001_S_193386457664,laptop,0.0,0.0
312,"CitySmart Multi-Fit Essential 背包 12""-15.6"" TSB911AP",H0710001_S_TSB911,laptop,0.0,0.0
313,"Swift 3 筆記型電腦 (14"", i5-8265U, 8GB RAM, 512GB SSD, MX250, Win10 Home) SF314-55G-59BG",H0762001_S_Acer-SF314-55G-59BG-007160326,laptop,0.0,0.0
314,"Inspiron 13-5370 Silver (i3/8G/256G/13.3"" IPS)",H0661010_S_13L-R2500-S-W10,laptop,0.0,0.0
315,"U758K501B 日本制造手提電腦 15.6"" 4K Mon  i5-8250 8GB 256GB WIN10 Home",H0800001_S_U758K501B,laptop,0.0,0.0
316,LENOVO L340-15IWL (81LG00GQHH) 手提電腦,S1076001_S_193386930013,laptop,0.0,0.0
317,DURHAM LBB 背包 淺灰,H0710001_S_LBB-P5-LGRY,laptop,0.0,0.0
318,直立式手提電腦平台,S1076001_S_021200527920,laptop,0.0,0.0
319,"AVITA 12.5"" i5-7Y54 手提電腦 (天使藍)",H5899002_S_NS12A1HK001P,laptop,0.0,0.0
320,"AVITA 13"" M3-7Y30 手提電腦 (都市紅 )",H5899002_S_NS13A1HK008P,laptop,0.0,0.0
321,"Inspiron 15-7580 (i5/8G/1T+128G/MX250/15.6"")",H0661010_S_15KMLK-R2522H-S-W10,laptop,0.0,0.0
322,Vertex 軟件安裝和Windows安全更新服務,S1076001_S_VTXUPDATESVR,laptop,0.0,0.0
323,"AVITA 12.5"" i5-7Y54 手提電腦 (丁香紫)",H5899002_S_NS12A1HK003P,laptop,0.0,0.0
324,"Swift 3 筆記型電腦 (13.3"", i5-8250U, 8GB RAM, 512GB SSD, Win10 Home) SF313-51-52CA",H0762001_S_Acer-SF313-51-52CA-007160323,laptop,0.0,0.0
325,IdeaPad MIIX 720 i5 8G 多模式手提電腦 (80VV0027HH) - 超高質陳列品,H5023001_S_80VV0027HH,laptop,0.0,0.0
326,Blade15-i7-RTX2060 電競筆電,H6628001_S_Blade15-i7-RTX2060,laptop,0.0,0.0
327,"U938T701B 日本制造13.3""手提電腦",H0800001_S_U938T701B,laptop,0.0,0.0
328,YOGA S730 13.3吋 8代i7 多模式鋁金屬纖薄電腦 (81J0002UHH) - 全新機,H5023002_S_81J0002UHH,laptop,0.0,0.0
329,"13-inch MacBook Pro, 2.4GHz i5, 256GB (2019) - 銀色 #HK行貨",G5031001_S_MV992,laptop,0.0,0.0
330,"2018 MacBook Pro 15"" 觸控欄 256GB 太空灰",H5866001_S_MR932ZP,laptop,0.0,0.0
331,UB-90HB 萬用 Laptop AC 充電轉插,H6713001_S_4897066078199-black,laptop,0.0,0.0
332,UB-90HB 萬用 Laptop AC 充電轉插,H6713001_S_4897066078199-black,laptop,0.0,0.0
333,XPS15-9570-R1542-S-W10P,H6934001_S_XPS15-9570-R1542-S-W10P,laptop,0.0,0.0
334,"Notebook 5 筆記型電腦 (15.6"", i7-8565U, 16GB RAM, 1TB HDD, 256GB SSD, MX150, Win10 Home) NP550XBE-X01HK",H0762001_S_NP550XBE-X01HK-800160315,laptop,0.0,0.0
335,YOGA 720-12IKBR 便攜典雅多模式筆記簿型電腦 (81B5003MHH) - 高質陳列品,H5023001_S_81B5003MHH,laptop,0.0,0.0
336,GT75-8SG-4K-I9,H6628001_S_GT7-8SG-4K-I9,laptop,0.0,0.0
337,IdeaPad 520-15IKB 雙硬盤筆記本電腦 (80YL004EHH)  - 高質陳列品,H5023001_S_80YL004EHH,laptop,0.0,0.0
338,IdeaPad 330s 14吋 i3纖巧幼邊筆記型電腦 (81F400SBHH) - 高質陳列品,H5023001_S_81F400SBHH,laptop,0.0,0.0
339,MSI GF63 8RD 窄邊框電競筆電,H6628001_S_GF63-8RD,laptop,0.0,0.0
340,"17 R5 (i7/16G/1T+256G/GTX1060OC/17.3"")",H0661010_S_ALW17C-R5762-S-W10,laptop,0.0,0.0
341,"Inspiron 15-7580 (i7/8G/1T+128G/MX250/15.6"")",H0661010_S_15KMLK-R2722-S-W10,laptop,0.0,0.0
342,PS42-MODERN-8MO-I5,H6628001_S_PS42-8MO,laptop,0.0,0.0
343,"Area-51m(i9/32G/RAID0@1T+1T/RTX2080/17.3"")",H0661010_S_ALWA51M-R1982-W-W10,laptop,0.0,0.0
344,ThinkPad X390 13.3吋 8代i7 16G 極致靈巧商務手提電腦 (20Q0S05E00) - 全新機,H5023002_S_20Q0S05E00,laptop,0.0,0.0
345,IP S530-13IWL (81J7001MHH) 手提筆記型電腦,S1076001_S_193268289352,laptop,0.0,0.0
346,"SF515 15.6"" IPS FHD i7-8565u 16G 512G SHARE Win10 Home (銀色)",H6603001_S_Acer_SF515_51T_7024_NX_H7QCF_002,laptop,0.0,0.0
347,Yoga 920 8代 i7 星球大戰特別版(銀河帝國) (80Y8001WHH) - 開箱機,H5023001_S_80Y8001WHH,laptop,0.0,0.0
348,"XPS13-9380 (i5/8G/256G SSD/13.3"")",H0661010_S_XPS13-9380-R1500-S-W10,laptop,0.0,0.0
349,"2018 MacBook Pro 13"" 觸控欄 256GB 銀色",H5866001_S_MR9U2ZP,laptop,0.0,0.0
350,Yoga 920 8代 i7 星球大戰特別版(反抗軍) (80Y8001XHH) - 開箱機,H5023001_S_80Y8001XHH,laptop,0.0,0.0
351,LENOVO L340-17IWL (81M0005MHH) 手提電腦,S1076001_S_193638388005,laptop,0.0,0.0
352,"XPS13-9380 (i7/8G/256G SSD/13.3"")",H0661010_S_XPS13-9380-R1700-S-W10,laptop,0.0,0.0
353,Latitude 3400 i5-8265U/8G/256G SSD (現貨),H6202001_S_Lat3400-i5-8G-256GSSD,laptop,0.0,0.0
354,"Grace 系列 13"" 電腦套 PURPLE DIAMONDS",H0710001_S_STM-114-106M-24,laptop,0.0,0.0
355,"AVITA 12.5"" i5-7Y54 手提電腦 (澄空藍  )",H5899002_S_NS12A1HK005P,laptop,0.0,0.0
356,Yoga 720 7代 i5 方便易攜效能強勁筆電 (80X6000WHH) - 高質陳列品,H5023001_S_80X6000WHH,laptop,0.0,0.0
357,"Samsung 手提電腦袋 13.3"" ~ 15.6""",H0762001_S_samsung-notebook-bag-800707357,laptop,0.0,0.0
358,"2018 MacBook Pro 13"" 觸控欄 512GB 銀色連 AppleCare+ 3年保養服務",H5866001_S_MR9V2ZPAC,laptop,0.0,0.0
359,"Grace 系列 13"" 電腦套 TEAL DOT",H0710001_S_STM-114-106M-47,laptop,0.0,0.0
360,"SF515 15.6"" IPS FHD i5-8265u 8G 256G SHARE Win10 Home (銀色)",H6603001_S_Acer_SF515_51T_57PL_NX_H7QCF_001,laptop,0.0,0.0
361,"ASUS UX431FN-SP8502T 14"" IPS 1920x1080 i7-8565u 16G 512G MX150-2G Win10 Home",H6603001_S_ASUS_UX431FN_SP8502T,laptop,0.0,0.0
362,Yoga 720 7代 i5 方便易攜效能強勁筆電 (80X6000WHH) - 全新機,H5023002_S_80X6000WHH_BN,laptop,0.0,0.0
363,LENOVO S145-14IWL (81MU00B7HH) 手提電腦,S1076001_S_193638012245,laptop,0.0,0.0
364,IdeaPad 330-17IKB (81DM005PHH) 手提電腦【入優惠碼 “R4CP350” 即時再減】,H5899001_S_81DM005PHH,laptop,0.0,0.0
365,"Notebook 7 筆記型電腦 (15.6"", i7-8565U, 16GB RAM, 512GB SSD, MX250, Win10 Home) NP750XBE-X02HK",H0762001_S_NP750XBE-X02HK-800160317,laptop,0.0,0.0
366,超迷你 USB 3.0 集線器 4-Port,H0710001_S_ACH154,laptop,0.0,0.0
367,LENOVO S340-14IWL (81N7007VHH) 手提電腦,S1076001_S_193386457251,laptop,0.0,0.0
368,LENOVO L340-17IWL (81M0005QHH) 手提電腦,S1076001_S_193638388029,laptop,0.0,0.0
369,17吋 城市時尚雙層後背包 黑色 CL55450,H5866002_S_CL55450,laptop,0.0,0.0
370,LENOVO L340-15IWL (81LG00HPHH) 手提電腦,S1076001_S_193638012238,laptop,0.0,0.0
371,MSI GS75 Stealth 9SD 電競筆電,H6628001_S_GS75-9SD,laptop,0.0,0.0
372,GE63 RAIDER RGB 8SE,H6628001_S_GE63-8SE,laptop,0.0,0.0
373,"AVITA 12.5"" i5-7Y54 手提電腦 (烗彩綠)",H5899002_S_NS12A1HK004P,laptop,0.0,0.0
374,"XPS13-9380 (i7/16G/512G SSD/13.3"")",H0661010_S_XPS13-9380-R1700HW-W-W10,laptop,0.0,0.0
375,"Notebook 7 筆記型電腦 (15.6"", i5-8265U, 8GB RAM, 256GB SSD, MX250, Win10 Home) NP750XBE-X01HK",H0762001_S_NP750XBE-X01HK-800160316,laptop,0.0,0.0
376,13 吋 MacBook Pro 2.3GHz 處理器 256GB 儲存空間 銀色 (選取除舊服務),H5866001_S_MPXU2ZP,laptop,0.0,0.0
377,XPS15-7590-R1940UO-S-W10,H6934001_S_XPS15-7590-R1940UO-S-W10,laptop,0.0,0.0
378,"(14"" i5 8GB 256GB SSD Win10 Pro) Nexstgo NX101 筆記簿型電腦 (NP14N1HK001P)",H0762001_S_NP14N1HK001P-140160067,laptop,0.0,0.0
379,"2018 MacBook Pro 15"" 觸控欄 512GB 銀色連 AppleCare+ 3年保養服務",H5866001_S_MR972ZPAC,laptop,0.0,0.0
380,DisplayLink USB-C 5K輸出多功能擴展基座 HDMI / DisplayPort 雙4K輸出 千兆網口,H6781001_S_WL-UG69DK7,laptop,0.0,0.0
381,"Area-51m(i7/16G/1T+256G/RTX2060/17.3"")",H0661010_S_ALWA51M-R1762-B-W10,laptop,0.0,0.0
382,Gigabyte AORUS 5,H5189001_S_AORUS5,laptop,0.0,0.0
383,Gigabyte AORUS 15-SA,H5189001_S_AORUS15-SA,laptop,0.0,0.0
384,Inspiron 14 3480 黑色,H6934001_S_Ins3480-R1300HD-S-W10,laptop,0.0,0.0
385,"Area-51m(i9/32G/RAID0@1T+1T/RTX2080/17.3"")",H0661010_S_ALWA51M-R1982-B-W10,laptop,0.0,0.0
386,IdeaPad 330-17IKB (81DM005NHH) 手提電腦,H5899001_S_81DM005NHH,laptop,0.0,0.0
387,IdeaPad 720s-15IKB 第7代 Core i5 4核心電競手提電腦 (81AC000QHH) - 高質陳列品,H5023001_S_81AC000QHH,laptop,0.0,0.0
388,Type C to VGA 轉接器,H6781001_S_GP-V40,laptop,0.0,0.0
389,ALWA51M-R1982-W-W10,H6934001_S_ALWA51M-R1982-W-W10,laptop,0.0,0.0
390,PS42-MODERN-8RC I7,H6628001_S_PS42-8RC,laptop,0.0,0.0
391,"XPS13-9380 (i7/8G/256G M.2 SSD/13.3"")",H0661010_S_XPS13-9380-R1700W-W-W10,laptop,0.0,0.0
392,Gigabyte AORUS 15-XA,H5189001_S_AORUS15-XA,laptop,0.0,0.0
393,mBar Pro 可摺疊手提電腦企架 - 銀,H5302003_S_RD-10082,laptop,0.0,0.0
394,Type C to HDMI 轉接器,H6781001_S_GP-H40,laptop,0.0,0.0
395,P65-9SE-4K,H6628001_S_P65-9SE-4K,laptop,0.0,0.0
396,mBar 手提電腦支架 - 銀,H5302003_S_RD-10080,laptop,0.0,0.0
397,Gigabyte AORUS 7,H5189001_S_AORUS7,laptop,0.0,0.0
398,運動背包超值裝（藍色迷彩）15.6“,H0710001_S_BUS89102,laptop,0.0,0.0
399,"MSI GS65 Stealth 8SF (GeForce® RTX2070 with Max-Q Design, 8GB GDDR6) Gaming Notebook",H6629001_S_MS-NB-GS658SF-I7-16GS-207,laptop,0.0,0.0
400,LENOVO L340-15IRH (81LK004CHH) 手提電腦,S1076001_S_193386667605,laptop,0.0,0.0
401,C2 5合1多功能集線器-灰,H6781001_S_GP-ULCB1,laptop,0.0,0.0
402,"2018 MacBook Pro 13"" 觸控欄 512GB 太空灰連AppleCare+ 3年保養服務",H5866001_S_MR9R2ZPAC,laptop,0.0,0.0
403,"13-inch MacBook Pro, 2.4GHz i5, 512GB (2019) - 太空灰 #HK行貨",G5031001_S_MV972,laptop,0.0,0.0
404,PS63-MODERN-8RC,H6628001_S_PS63-8M,laptop,0.0,0.0
405,GT75 Titan 9SG i9 電競筆電,H6628001_S_GT75-9SG-i9,laptop,0.0,0.0
406,Gigabyte AERO 15 XA i7 240Hz,H5189001_S_AERO15-XA-i7-240Hz,laptop,0.0,0.0
407,mBar Pro 可摺疊手提電腦企架 - 銀,H5302006_S_RD-10082,laptop,0.0,0.0
408,mBar Pro+ 可摺疊手提電腦企架 - 銀,H5302003_S_RD-10084,laptop,0.0,0.0
409,LENOVO IDEACENTRE A340-22ICB (PF0E9006QHH) 手提電腦,S1076001_S_31PF0E9006QHH,laptop,0.0,0.0
410,Lenovo Yoga 滑鼠與雷射簡報器 (4Y50U59628),S1076001_S_1P4Y50U59628,laptop,0.0,0.0
411,Legion Y720 i7 16G 強勁遊戲手提電腦 (80VR00AQHH) - 全新機,H5023002_S_80VR00AQHH_BN,laptop,0.0,0.0
412,C2 9合1多功能集線器-銀,H6781001_S_GP-ULCB4-SL,laptop,0.0,0.0
413,MSI GS65 8SE Stealth 電競輕薄筆電,H6628001_S_GS65-8RE,laptop,0.0,0.0
414,GS75 Stealth 9SG 電競筆電,H6628001_S_GS75-9SG,laptop,0.0,0.0
415,MSI GS75 Stealth 9SE 電競筆電,H6628001_S_GS75-9SE,laptop,0.0,0.0
