,product_name,product_index,product_type,median_rates,mean_rates
251,SAMSUNG TAB S6 WIFI 8+256GB 平板電腦,11308814872,Mobile Phone,5.0,5.0
252,SAMSUNG NOTEBOOK 9 ALWAYS 15'' 256GB SSD NP900X5T-K01HK 手提電腦,10605109620,Laptop,5.0,5.0
253,ASUS ZenBook S UX391UA-BP8515E Notebook 手提電腦,11241444386,Laptop,5.0,5.0
254,HONOR View 20 8+256GB 智能手機 幻影藍,11008663850,Mobile Phone,5.0,5.0
255,SAMSUNG TAB S6 WIFI 6+128GB 平板電腦,11308814750,Mobile Phone,5.0,5.0
256,APPLE IPHONE 11 PRO MAX 256GB 手機 午夜綠色,10584849614,Mobile Phone,5.0,5.0
257,FUJITSU E548K501B 14'' i5 256GB SSD MADE IN JAPAN 手提電腦,10748851002,Laptop,5.0,5.0
258,GLOBAL PHONE 智能手機 藍色,10578454629,Mobile Phone,5.0,5.0
259,APPLE IPHONE 11 PRO MAX 64GB 手機 午夜綠色,11356505335,Mobile Phone,5.0,5.0
260,RAZER BLADE STEALTH 13.3 I7/16GB/512GB RZ09-01963E32-R341 遊戲手提電腦,694759712,Laptop,5.0,5.0
261,SAMSUNG SM-T295C GALAXY TAB A 8 32GB LTE 银色,11228763880,Mobile Phone,5.0,5.0
262,APPLE IPHONE 11 128GB 手機 綠色,11356505278,Mobile Phone,5.0,5.0
263,APPLE IPHONE 11 PRO MAX 256GB 手機 太空灰,11356505336,Mobile Phone,5.0,5.0
264,Apple iPad 10.2 Wifi 32GB Space Gray MW742ZP/A 平板電腦,11359867696,Tablet,0.0,0.0
265,Apple iPad 10.2 Wifi 32GB Silver MW752ZP/A 平板電腦,11359867697,Tablet,0.0,0.0
266,Apple iPad 10.2 Wifi 32GB Gold MW762ZP/A 平板電腦,11359867698,Tablet,0.0,0.0
267,Apple iPad 10.2 Wifi 128GB SpaceGray MW772ZP/A 平板電腦,11359867699,Tablet,0.0,0.0
268,Apple iPad 10.2 Wifi 128GB Silver MW782ZP/A 平板電腦,11359867700,Tablet,0.0,0.0
269,Apple iPad 10.2 WIifi 128GB Gold MW792ZP/A 平板電腦,11359867701,Tablet,0.0,0.0
270,Apple iPad Pro 12.9 256GB 4G Silver MTJ62ZP/A 平板電腦,10555845879,Tablet,0.0,0.0
271,APPLE IPAD MINI 2019 256GB 4G GOLD MUXE2ZP/A 平板電腦,10964145768,Tablet,0.0,0.0
272,Apple iPad (2018) Wi-Fi + Cellular 128GB MR732ZP/A 銀色,10395120260,Tablet,0.0,0.0
273,AMAZON ALL NEW KINDLE 2016 WHITE Kindle 電子書,10580992846,Tablet,0.0,0.0
274,Apple iPad Pro 11 64GB Wi-Fi Space Gray MTXN2ZP/A 平板電腦,10555823651,Tablet,0.0,0.0
275,Apple iPad (2018) Wi-Fi 128GB MR7J2ZP/A 太空灰,10395181893,Tablet,0.0,0.0
276,Apple iPad (2018) Wi-Fi 32GB MRJN2ZP/A 金色,10395197204,Tablet,0.0,0.0
277,Apple iPad 10.2 4G 32GB Gold MW6D2ZP/A 平板電腦,11359867692,Tablet,0.0,0.0
278,Apple MacBook 12 MNYK2ZP/A（金色）,624902234,Laptop,0.0,0.0
279,Apple Macbook Air 13 1.6GHz I5 256GB Gold MREF2ZP/A 手提電腦,10555864883,Laptop,0.0,0.0
280,APPLE IPHONE 11 64GB 手機 紅色,11356500071,Mobile Phone,0.0,0.0
281,APPLE IPHONE 11 PRO 256GB 手機 太空灰,11356505301,Mobile Phone,0.0,0.0
282,APPLE IPHONE 11 PRO 256GB 手機 銀色,11356505303,Mobile Phone,0.0,0.0
283,APPLE IPHONE 11 PRO 256GB 手機 金色,11356505306,Mobile Phone,0.0,0.0
284,APPLE IPHONE 11 PRO 256GB 手機 午夜綠色,11356505307,Mobile Phone,0.0,0.0
285,HUAWEI NOVA 5T 手機 蘇音藍,11362841977,Mobile Phone,0.0,0.0
286,HONOR View 20 6+128GB 智能手機 魅海藍,11008663653,Mobile Phone,0.0,0.0
287,APPLE IPHONE 11 128GB 手機 白色,11356505270,Mobile Phone,0.0,0.0
288,APPLE IPHONE 11 128GB 手機 紅色,11356505273,Mobile Phone,0.0,0.0
289,APPLE IPHONE 11 PRO MAX 512GB 手機 銀色,10584849620,Mobile Phone,0.0,0.0
290,APPLE IPHONE 11 PRO MAX 512GB 手機 金色,10584849623,Mobile Phone,0.0,0.0
291,APPLE IPHONE 11 PRO MAX 512GB 手機 午夜綠色,10584849624,Mobile Phone,0.0,0.0
292,APPLE IPHONE 8 128GB 手機 太空灰,10584849629,Mobile Phone,0.0,0.0
293,SAMSUNG TAB S6 LTE 8+256GB 平板電腦,11308814874,Mobile Phone,0.0,0.0
294,APPLE IPHONE 11 PRO 512GB 手機 銀色,11356505310,Mobile Phone,0.0,0.0
295,APPLE IPHONE 11 PRO 512GB 手機 金色,11356505311,Mobile Phone,0.0,0.0
296,APPLE IPHONE 11 PRO 512GB 手機 太空灰,11356511086,Mobile Phone,0.0,0.0
297,APPLE IPHONE 11 PRO 512GB 手機 午夜綠色,11356505312,Mobile Phone,0.0,0.0
298,APPLE IPHONE 11 PRO MAX 256GB 手機 銀色,11356511087,Mobile Phone,0.0,0.0
299,HUAWEI P30 PRO 8+256GB 手機 神秘蓝,11362693362,Mobile Phone,0.0,0.0
300,APPLE IPHONE 8 128GB 手機 銀色,10584849659,Mobile Phone,0.0,0.0
301,APPLE IPHONE 11 PRO MAX 64GB 手機 太空灰,11356505313,Mobile Phone,0.0,0.0
302,APPLE IPHONE 11 PRO MAX 64GB 手機 銀色,11356505314,Mobile Phone,0.0,0.0
303,HUAWEI NOVA 5T 手機 仲夏紫,11362841982,Mobile Phone,0.0,0.0
304,HUAWEI NOVA 5T 手機 亮黑色,11362846166,Mobile Phone,0.0,0.0
305,APPLE IPHONE XS MAX 64GB 手機 銀色,10584849312,Mobile Phone,0.0,0.0
306,APPLE IPHONE 11 256GB 手機 黑色,11356505282,Mobile Phone,0.0,0.0
307,APPLE IPHONE 11 256GB 手機 白色,11356505283,Mobile Phone,0.0,0.0
308,APPLE IPHONE 11 256GB 手機 紅色,11356505284,Mobile Phone,0.0,0.0
309,SAMSUNG TAB S6 LTE 6+128GB 平板電腦,11308814854,Mobile Phone,0.0,0.0
310,APPLE IPHONE 8 PLUS 128GB 手機 銀色,10584852176,Mobile Phone,0.0,0.0
311,APPLE IPHONE 8 PLUS 128GB 手機 金色,10584852177,Mobile Phone,0.0,0.0
312,SAMSUNG GALAXY S10+ 手機 8+128GB 幻鑚銀,11143482027,Mobile Phone,0.0,0.0
313,APPLE IPHONE 8 128GB 手機 金色,10584849660,Mobile Phone,0.0,0.0
314,SAMSUNG GALAXY A60 手機 6+128GB 橙色,11026147276,Mobile Phone,0.0,0.0
315,HUAWEI P30 8+128GB智能手機 黑色,11020212653,Mobile Phone,0.0,0.0
316,APPLE IPHONE 8 PLUS 128GB 手機 太空灰,10584849663,Mobile Phone,0.0,0.0
317,HUAWEI P30 LITE 6+128GB 智能手機 黑色,11020212654,Mobile Phone,0.0,0.0
318,APPLE IPHONE XS MAX 512GB 手機 銀色,10584849433,Mobile Phone,0.0,0.0
319,APPLE IPHONE 11 64GB 手機 黑色,11356500068,Mobile Phone,0.0,0.0
320,APPLE IPHONE XS 256GB 手機 太空灰,10584849209,Mobile Phone,0.0,0.0
321,APPLE IPHONE 11 PRO MAX 256GB 手機 金色,10584849613,Mobile Phone,0.0,0.0
322,APPLE IPHONE 11 128GB 手機 黑色,11356505269,Mobile Phone,0.0,0.0
323,APPLE IPHONE 11 PRO MAX 512GB 手機 太空灰,10584849617,Mobile Phone,0.0,0.0
324,SAMSUNG GALAXY A70 手機 6+128GB 黑色,11039060812,Mobile Phone,0.0,0.0
325,APPLE IPHONE 11 PRO 64GB 手機 銀色,11356505294,Mobile Phone,0.0,0.0
326,APPLE IPHONE 11 PRO 64GB 手機 午夜綠色,11356505298,Mobile Phone,0.0,0.0
327,APPLE IPHONE 11 64GB 手機 黃色,11356500073,Mobile Phone,0.0,0.0
328,APPLE IPHONE 11 64GB 手機 紫色,11356500075,Mobile Phone,0.0,0.0
329,APPLE IPHONE 11 PRO MAX 64GB 手機 金色,11356505334,Mobile Phone,0.0,0.0
330,APPLE IPHONE 11 128GB 手機 黃色,11356505274,Mobile Phone,0.0,0.0
331,APPLE IPHONE 11 128GB 手機 紫色,11356505277,Mobile Phone,0.0,0.0
332,APPLE IPHONE 11 256GB 手機 黃色,11356505287,Mobile Phone,0.0,0.0
333,APPLE IPHONE 11 256GB 手機 紫色,11356505288,Mobile Phone,0.0,0.0
334,APPLE IPHONE 11 256GB 手機 綠色,11356505289,Mobile Phone,0.0,0.0
335,APPLE IPHONE 11 64GB 手機 白色,11356500069,Mobile Phone,0.0,0.0
336,APPLE IPHONE 11 64GB 手機 綠色,11356505266,Mobile Phone,0.0,0.0
337,HUAWEI P30 PRO 8+256GB 手機 薰衣草,11362693468,Mobile Phone,0.0,0.0
338,APPLE IPHONE 11 PRO 64GB 手機 太空灰,11356505293,Mobile Phone,0.0,0.0
339,APPLE IPHONE 11 PRO 64GB 手機 金色,11356505297,Mobile Phone,0.0,0.0
