,,product_index,product_type,product_brand,product_name,product_price,average_rate,no_of_rates,seller,website
,184,H6781001_S_WL-UHP3405M-D,laptop,WavLink,Thunderbolt 3 USB-C 7合1 擴充器 (Macbook Pro專用) 4K HDMI / 讀咭器 / USB-C + USB3.0 接口【香港行貨】,299.0,0.0,0,HK-GadGet-Mall,https://www.hktvmall.com/hktv/zh/main/HK-GadGet-Mall/s/H6781001/電子電器/電子電器/電腦及週邊設備/手提電腦/Thunderbolt-3-USBC-7合1-擴充器-Macbook-Pro專用-4K-HDMI-讀咭器-USBC-USB30-接口香港行貨/p/H6781001_S_WL-UHP3405M-D
,185,S1116001_S_8809,laptop,BlueBeach,筆記本散熱器 大風量筆記本散熱底座 手機散熱器 帶可調節支架的USB風扇,265.0,3.0,1,Bluebeach-Trading-Company-Ltd,https://www.hktvmall.com/hktv/zh/main/Bluebeach-Trading-Company-Ltd/s/S1116001/電子電器/電子電器/電腦及週邊設備/其他電腦產品/散熱配件/筆記本散熱器-大風量筆記本散熱底座-手機散熱器-帶可調節支架的USB風扇/p/S1116001_S_8809
,186,H6781001_S_WL-UG69DK1,laptop,WavLink,5K Dual 4K DisplayLink USBC 多功能擴展基座 HDMI / DisplayPort 輸出 千兆網口 USB hub UG69DK1 原裝行貨 一年保養,1188.0,0.0,0,HK-GadGet-Mall,https://www.hktvmall.com/hktv/zh/main/HK-GadGet-Mall/s/H6781001/電子電器/電子電器/電腦及週邊設備/手提電腦/5K-Dual-4K-DisplayLink-USBC-多功能擴展基座-HDMI-DisplayPort-輸出-千兆網口-USB-hub-UG69DK1-原裝行貨-一年保養/p/H6781001_S_WL-UG69DK1
,187,S1116001_S_7663,laptop,BlueBeach,筆記本電腦升降支架 超高品質 鋁合金 可調節不同高度 適用於17寸以下筆記本電腦 Apple MacBook,480.0,3.5,2,Bluebeach-Trading-Company-Ltd,https://www.hktvmall.com/hktv/zh/main/Bluebeach-Trading-Company-Ltd/s/S1116001/電子電器/電子電器/電腦及週邊設備/其他電腦產品/Mac專用配件/筆記本電腦升降支架-超高品質-鋁合金-可調節不同高度-適用於17寸以下筆記本電腦-Apple-MacBook/p/S1116001_S_7663
,188,H5023001_S_80MK006DHH,laptop,聯想,YOGA 900-13ISK Core i5 3K 超級本電腦 (80MK006DHH) - 高質陳列品,6699.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/YOGA-90013ISK-Core-i5-3K-超級本電腦-80MK006DHH-高質陳列品/p/H5023001_S_80MK006DHH
,189,H0661010_S_ALW15C-R5782-B-W10,laptop,Alienware,"15 R4 (i7/16G/1T+256G/GTX1070OC/15.6"")",15999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/15-R4-i716G1T256GGTX1070OC156/p/H0661010_S_ALW15C-R5782-B-W10
,190,H5023001_S_20J10042HH,laptop,聯想,ThinkPad 13 (第二代) i5-7200U 8G 輕便商務手提電腦 (20J10042HH) - 高質陳列品,5499.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/ThinkPad-13-第二代-i57200U-8G-輕便商務手提電腦-20J10042HH-高質陳列品/p/H5023001_S_20J10042HH
,191,S1076001_S_192940033245,laptop,聯想,IDEAPAD 330S-15IKB  筆記型電腦,6173.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/IDEAPAD-330S15IKB-筆記型電腦/p/S1076001_S_192940033245
,192,H0710001_S_TSB943,laptop,Targus,"Work + Play Rackets 15.6"" Laptop Backpack",550.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/電子電器/電子電器/電腦及週邊設備/手提電腦/Work-Play-Rackets-156-Laptop-Backpack/p/H0710001_S_TSB943
,193,H6603001_S_Acer_SF515_51T_570G_NX_H69CF_001,laptop,ACER,"SF515 15.6"" IPS FHD i5-8265u 8G 256G SHARE Win10 Home (藍色)",7299.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/SF515-156-IPS-FHD-i58265u-8G-256G-SHARE-Win10-Home-藍色/p/H6603001_S_Acer_SF515_51T_570G_NX_H69CF_001
,194,H6628001_S_GF63-8SC,laptop,MSI,MSI GF63 8RC 電競筆電,10800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/MSI-GF63-8RC-電競筆電/p/H6628001_S_GF63-8SC
,195,H0800001_S_911MK702S,laptop,THUNDEROBOT,911M-K702S 15.6吋 專業電競筆電 i7-8750H GTX1050TI 128GB SSD +1TB HDD [陳列品],5998.0,0.0,0,Mobile-Computer-Land-Limited,https://www.hktvmall.com/hktv/zh/main/Mobile-Computer-Land-Limited/s/H0800001/電子電器/電子電器/電腦及週邊設備/手提電腦/911MK702S-156吋-專業電競筆電-i78750H-GTX1050TI-128GB-SSD-1TB-HDD-陳列品/p/H0800001_S_911MK702S
,196,H5023002_S_81MU00B8HH,laptop,聯想,IdeaPad S145 14吋 獨顯 i5 8G 256 SSD 手提電腦 (81MU00B8HH),5199.0,0.0,0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-S145-14吋-獨顯-i5-8G-256-SSD-手提電腦-81MU00B8HH/p/H5023002_S_81MU00B8HH
,197,H0800001_S_ST-PLUS-X01,laptop,THUNDEROBOT,ST-PLUS-X01 15.6吋 專業電競筆電 i7-7700HQ GTX1050 256GB SSD + 1000GB HDD,6298.0,0.0,0,Mobile-Computer-Land-Limited,https://www.hktvmall.com/hktv/zh/main/Mobile-Computer-Land-Limited/s/H0800001/電子電器/電子電器/電腦及週邊設備/手提電腦/STPLUSX01-156吋-專業電競筆電-i77700HQ-GTX1050-256GB-SSD-1000GB-HDD/p/H0800001_S_ST-PLUS-X01
,198,H5023001_S_80X2006GHH,laptop,聯想,IdeaPad 520S-14IKB (80X2006GHH) I5-7200u 雙硬盤筆記本電腦  - 高質陳列品,4499.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-520S14IKB-80X2006GHH-I57200u-雙硬盤筆記本電腦-高質陳列品/p/H5023001_S_80X2006GHH
,199,S1076001_S_193268289345,laptop,Lenovo ,IP S530-13IWL (81J7001LHH)手提筆記型電腦,7273.0,5.0,1,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/IP-S53013IWL-81J7001LHH手提筆記型電腦/p/S1076001_S_193268289345
,200,H0661010_S_13L-R2500-P-W10,laptop,Dell,"Inspiron 13-5370 Pink (i3/8G/256G/13.3"" IPS)",5749.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/Inspiron-135370-Pink-i38G256G133-IPS/p/H0661010_S_13L-R2500-P-W10
,201,H0710001_S_PA243,laptop,Targus,便攜式筆記本電腦散熱板 LapDesk,128.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/電子電器/電子電器/電腦及週邊設備/手提電腦/便攜式筆記本電腦散熱板-LapDesk/p/H0710001_S_PA243
,202,H5899002_S_NS13A1HK093P,laptop,AVITA,"AVITA 13"" N4200 手提電腦 (澄空藍  )",2899.0,0.0,0,Avita,https://www.hktvmall.com/hktv/zh/main/Avita/s/H5899002/電子電器/電子電器/電腦及週邊設備/手提電腦/AVITA-13-N4200-手提電腦-澄空藍 -/p/H5899002_S_NS13A1HK093P
,203,H5023001_S_80VR00AQHH,laptop,聯想,Legion Y720 i7 16G 強勁遊戲手提電腦 (80VR00AQHH) - 高質陳列品,10599.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/電競產品/電競筆電/Legion-Y720-i7-16G-強勁遊戲手提電腦-80VR00AQHH-高質陳列品/p/H5023001_S_80VR00AQHH
,204,S1076001_S_193386457664,laptop,聯想,C340-14IWL (81N4005FHH) 筆記型電腦,8580.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/C34014IWL-81N4005FHH-筆記型電腦/p/S1076001_S_193386457664
,205,H0710001_S_TSB911,laptop,Targus,"CitySmart Multi-Fit Essential 背包 12""-15.6"" TSB911AP",390.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/時尚服飾/男士服飾/袋-銀包/背囊/CitySmart-MultiFit-Essential-背包-12156-TSB911AP/p/H0710001_S_TSB911
,206,H0762001_S_Acer-SF314-55G-59BG-007160326,laptop,ACER,"Swift 3 筆記型電腦 (14"", i5-8265U, 8GB RAM, 512GB SSD, MX250, Win10 Home) SF314-55G-59BG",6198.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/Swift-3-筆記型電腦-14-i58265U-8GB-RAM-512GB-SSD-MX250-Win10-Home-SF31455G59BG/p/H0762001_S_Acer-SF314-55G-59BG-007160326
,207,H0661010_S_13L-R2500-S-W10,laptop,Dell,"Inspiron 13-5370 Silver (i3/8G/256G/13.3"" IPS)",5849.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/Inspiron-135370-Silver-i38G256G133-IPS/p/H0661010_S_13L-R2500-S-W10
,208,H0800001_S_U758K501B,laptop,Fujitsu,"U758K501B 日本制造手提電腦 15.6"" 4K Mon  i5-8250 8GB 256GB WIN10 Home",8998.0,0.0,0,Mobile-Computer-Land-Limited,https://www.hktvmall.com/hktv/zh/main/Mobile-Computer-Land-Limited/s/H0800001/電子電器/電子電器/電腦及週邊設備/手提電腦/U758K501B-日本制造手提電腦-156-4K-Mon-i58250-8GB-256GB-WIN10-Home/p/H0800001_S_U758K501B
,209,S1076001_S_193386930013,laptop,聯想,LENOVO L340-15IWL (81LG00GQHH) 手提電腦,4020.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-L34015IWL-81LG00GQHH-手提電腦/p/S1076001_S_193386930013
,210,H0710001_S_LBB-P5-LGRY,laptop,PKG,DURHAM LBB 背包 淺灰,430.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/電子電器/電子電器/電腦及週邊設備/手提電腦/DURHAM-LBB-背包-淺灰/p/H0710001_S_LBB-P5-LGRY
,211,S1076001_S_021200527920,laptop,3M,直立式手提電腦平台,208.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/直立式手提電腦平台/p/S1076001_S_021200527920
,212,H5899002_S_NS12A1HK001P,laptop,AVITA,"AVITA 12.5"" i5-7Y54 手提電腦 (天使藍)",4799.0,0.0,0,Avita,https://www.hktvmall.com/hktv/zh/main/Avita/s/H5899002/電子電器/電子電器/電腦及週邊設備/手提電腦/AVITA-125-i57Y54-手提電腦-天使藍/p/H5899002_S_NS12A1HK001P
,213,H5899002_S_NS13A1HK008P,laptop,AVITA,"AVITA 13"" M3-7Y30 手提電腦 (都市紅 )",3899.0,0.0,0,Avita,https://www.hktvmall.com/hktv/zh/main/Avita/s/H5899002/電子電器/電子電器/電腦及週邊設備/手提電腦/AVITA-13-M37Y30-手提電腦-都市紅-/p/H5899002_S_NS13A1HK008P
,214,H0661010_S_15KMLK-R2522H-S-W10,laptop,Dell,"Inspiron 15-7580 (i5/8G/1T+128G/MX250/15.6"")",8499.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/Inspiron-157580-i58G1T128GMX250156/p/H0661010_S_15KMLK-R2522H-S-W10
,215,S1076001_S_VTXUPDATESVR,laptop,Hong Kong,Vertex 軟件安裝和Windows安全更新服務,800.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/Vertex-軟件安裝和Windows安全更新服務/p/S1076001_S_VTXUPDATESVR
,216,H5899002_S_NS12A1HK003P,laptop,AVITA,"AVITA 12.5"" i5-7Y54 手提電腦 (丁香紫)",4799.0,0.0,0,Avita,https://www.hktvmall.com/hktv/zh/main/Avita/s/H5899002/電子電器/電子電器/電腦及週邊設備/手提電腦/AVITA-125-i57Y54-手提電腦-丁香紫/p/H5899002_S_NS12A1HK003P
,217,H0762001_S_Acer-SF313-51-52CA-007160323,laptop,ACER,"Swift 3 筆記型電腦 (13.3"", i5-8250U, 8GB RAM, 512GB SSD, Win10 Home) SF313-51-52CA",5398.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/Swift-3-筆記型電腦-133-i58250U-8GB-RAM-512GB-SSD-Win10-Home-SF3135152CA/p/H0762001_S_Acer-SF313-51-52CA-007160323
,218,H5023001_S_80VV0027HH,laptop,聯想,IdeaPad MIIX 720 i5 8G 多模式手提電腦 (80VV0027HH) - 超高質陳列品,6099.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-MIIX-720-i5-8G-多模式手提電腦-80VV0027HH-超高質陳列品/p/H5023001_S_80VV0027HH
,219,H6628001_S_Blade15-i7-RTX2060,laptop,Razer,Blade15-i7-RTX2060 電競筆電,18800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/Blade15i7RTX2060-電競筆電/p/H6628001_S_Blade15-i7-RTX2060
,220,H0800001_S_U938T701B,laptop,Fujitsu,"U938T701B 日本制造13.3""手提電腦",16980.0,0.0,0,Mobile-Computer-Land-Limited,https://www.hktvmall.com/hktv/zh/main/Mobile-Computer-Land-Limited/s/H0800001/電子電器/電子電器/電腦及週邊設備/手提電腦/U938T701B-日本制造133手提電腦/p/H0800001_S_U938T701B
,221,H5023002_S_81J0002UHH,laptop,聯想,YOGA S730 13.3吋 8代i7 多模式鋁金屬纖薄電腦 (81J0002UHH) - 全新機,9798.0,0.0,0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/電子電器/電子電器/電腦及週邊設備/手提電腦/YOGA-S730-133吋-8代i7-多模式鋁金屬纖薄電腦-81J0002UHH-全新機/p/H5023002_S_81J0002UHH
,222,G5031001_S_MV992,laptop,APPLE,"13-inch MacBook Pro, 2.4GHz i5, 256GB (2019) - 銀色 #HK行貨",14299.0,0.0,0,Metro-com,https://www.hktvmall.com/hktv/zh/main/Metro-com/s/G5031001/電子電器/電子電器/電腦及週邊設備/手提電腦/13inch-MacBook-Pro-24GHz-i5-256GB-2019-銀色-HK行貨/p/G5031001_S_MV992
,223,H5866001_S_MR932ZP,laptop,APPLE,"2018 MacBook Pro 15"" 觸控欄 256GB 太空灰",16188.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-15-觸控欄-256GB-太空灰/p/H5866001_S_MR932ZP
,224,H6713001_S_4897066078199-black,laptop,Xpower,UB-90HB 萬用 Laptop AC 充電轉插,277.0,0.0,0,DayDay-Cart,https://www.hktvmall.com/hktv/zh/main/DayDay-Cart/s/H6713001/電子電器/電子電器/電腦及週邊設備/電腦組件/電源/UB90HB-萬用-Laptop-AC-充電轉插/p/H6713001_S_4897066078199-black
,225,H6934001_S_XPS15-9570-R1542-S-W10P,laptop,Dell,XPS15-9570-R1542-S-W10P,9999.0,0.0,0,D--Century-Technology-Limited,https://www.hktvmall.com/hktv/zh/main/D--Century-Technology-Limited/s/H6934001/電子電器/電子電器/電腦及週邊設備/手提電腦/XPS159570R1542SW10P/p/H6934001_S_XPS15-9570-R1542-S-W10P
,226,H0762001_S_NP550XBE-X01HK-800160315,laptop,三星,"Notebook 5 筆記型電腦 (15.6"", i7-8565U, 16GB RAM, 1TB HDD, 256GB SSD, MX150, Win10 Home) NP550XBE-X01HK",8498.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/Notebook-5-筆記型電腦-156-i78565U-16GB-RAM-1TB-HDD-256GB-SSD-MX150-Win10-Home-NP550XBEX01HK/p/H0762001_S_NP550XBE-X01HK-800160315
,227,H5023001_S_81B5003MHH,laptop,聯想,YOGA 720-12IKBR 便攜典雅多模式筆記簿型電腦 (81B5003MHH) - 高質陳列品,6099.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/YOGA-72012IKBR-便攜典雅多模式筆記簿型電腦-81B5003MHH-高質陳列品/p/H5023001_S_81B5003MHH
,228,H6628001_S_GT7-8SG-4K-I9,laptop,MSI,GT75-8SG-4K-I9,44800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/GT758SG4KI9/p/H6628001_S_GT7-8SG-4K-I9
,229,H5023001_S_80YL004EHH,laptop,聯想,IdeaPad 520-15IKB 雙硬盤筆記本電腦 (80YL004EHH)  - 高質陳列品,4799.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-52015IKB-雙硬盤筆記本電腦-80YL004EHH-高質陳列品/p/H5023001_S_80YL004EHH
,230,H5023001_S_81F400SBHH,laptop,聯想,IdeaPad 330s 14吋 i3纖巧幼邊筆記型電腦 (81F400SBHH) - 高質陳列品,3199.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-330s-14吋-i3纖巧幼邊筆記型電腦-81F400SBHH-高質陳列品/p/H5023001_S_81F400SBHH
,231,H6628001_S_GF63-8RD,laptop,MSI,MSI GF63 8RD 窄邊框電競筆電,10800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/MSI-GF63-8RD-窄邊框電競筆電/p/H6628001_S_GF63-8RD
,232,H0661010_S_ALW17C-R5762-S-W10,laptop,Alienware,"17 R5 (i7/16G/1T+256G/GTX1060OC/17.3"")",17999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/17-R5-i716G1T256GGTX1060OC173/p/H0661010_S_ALW17C-R5762-S-W10
,233,H0661010_S_15KMLK-R2722-S-W10,laptop,Dell,"Inspiron 15-7580 (i7/8G/1T+128G/MX250/15.6"")",10499.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/Inspiron-157580-i78G1T128GMX250156/p/H0661010_S_15KMLK-R2722-S-W10
,234,H6628001_S_PS42-8MO,laptop,MSI,PS42-MODERN-8MO-I5,8250.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/PS42MODERN8MOI5/p/H6628001_S_PS42-8MO
,235,H0661010_S_ALWA51M-R1982-W-W10,laptop,Alienware,"Area-51m(i9/32G/RAID0@1T+1T/RTX2080/17.3"")",43999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/Area51mi932GRAID01T1TRTX2080173/p/H0661010_S_ALWA51M-R1982-W-W10
,236,H5023002_S_20Q0S05E00,laptop,聯想,ThinkPad X390 13.3吋 8代i7 16G 極致靈巧商務手提電腦 (20Q0S05E00) - 全新機,13568.0,0.0,0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/電子電器/電子電器/電腦及週邊設備/手提電腦/ThinkPad-X390-133吋-8代i7-16G-極致靈巧商務手提電腦-20Q0S05E00-全新機/p/H5023002_S_20Q0S05E00
,237,S1076001_S_193268289352,laptop,Lenovo ,IP S530-13IWL (81J7001MHH) 手提筆記型電腦,8243.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/IP-S53013IWL-81J7001MHH-手提筆記型電腦/p/S1076001_S_193268289352
,238,H6603001_S_Acer_SF515_51T_7024_NX_H7QCF_002,laptop,ACER,"SF515 15.6"" IPS FHD i7-8565u 16G 512G SHARE Win10 Home (銀色)",8499.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/SF515-156-IPS-FHD-i78565u-16G-512G-SHARE-Win10-Home-銀色/p/H6603001_S_Acer_SF515_51T_7024_NX_H7QCF_002
,239,H5023001_S_80Y8001WHH,laptop,聯想,Yoga 920 8代 i7 星球大戰特別版(銀河帝國) (80Y8001WHH) - 開箱機,11999.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/Yoga-920-8代-i7-星球大戰特別版銀河帝國-80Y8001WHH-開箱機/p/H5023001_S_80Y8001WHH
,240,H0661010_S_XPS13-9380-R1500-S-W10,laptop,Dell,"XPS13-9380 (i5/8G/256G SSD/13.3"")",10999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/XPS139380-i58G256G-SSD133/p/H0661010_S_XPS13-9380-R1500-S-W10
,241,H5866001_S_MR9U2ZP,laptop,APPLE,"2018 MacBook Pro 13"" 觸控欄 256GB 銀色",12888.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-13-觸控欄-256GB-銀色/p/H5866001_S_MR9U2ZP
,242,H5023001_S_80Y8001XHH,laptop,聯想,Yoga 920 8代 i7 星球大戰特別版(反抗軍) (80Y8001XHH) - 開箱機,11999.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/Yoga-920-8代-i7-星球大戰特別版反抗軍-80Y8001XHH-開箱機/p/H5023001_S_80Y8001XHH
,243,S1076001_S_193638388005,laptop,聯想,LENOVO L340-17IWL (81M0005MHH) 手提電腦,6900.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-L34017IWL-81M0005MHH-手提電腦/p/S1076001_S_193638388005
,244,H0661010_S_XPS13-9380-R1700-S-W10,laptop,Dell,"XPS13-9380 (i7/8G/256G SSD/13.3"")",12999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/XPS139380-i78G256G-SSD133/p/H0661010_S_XPS13-9380-R1700-S-W10
,245,H6202001_S_Lat3400-i5-8G-256GSSD,laptop,Dell,Latitude 3400 i5-8265U/8G/256G SSD (現貨),6000.0,0.0,0,香港永盛科技有限公司,https://www.hktvmall.com/hktv/zh/main/香港永盛科技有限公司/s/H6202001/電子電器/電子電器/電腦及週邊設備/手提電腦/Latitude-3400-i58265U8G256G-SSD-現貨/p/H6202001_S_Lat3400-i5-8G-256GSSD
,246,H0710001_S_STM-114-106M-24,laptop,STM,"Grace 系列 13"" 電腦套 PURPLE DIAMONDS",250.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/時尚服飾/女士服飾/袋-銀包/電腦及平板電腦袋/Grace-系列-13-電腦套-PURPLE-DIAMONDS/p/H0710001_S_STM-114-106M-24
,247,H5899002_S_NS12A1HK005P,laptop,AVITA,"AVITA 12.5"" i5-7Y54 手提電腦 (澄空藍  )",4799.0,0.0,0,Avita,https://www.hktvmall.com/hktv/zh/main/Avita/s/H5899002/電子電器/電子電器/電腦及週邊設備/手提電腦/AVITA-125-i57Y54-手提電腦-澄空藍 -/p/H5899002_S_NS12A1HK005P
,248,H5023001_S_80X6000WHH,laptop,聯想,Yoga 720 7代 i5 方便易攜效能強勁筆電 (80X6000WHH) - 高質陳列品,6199.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/Yoga-720-7代-i5-方便易攜效能強勁筆電-80X6000WHH-高質陳列品/p/H5023001_S_80X6000WHH
,249,H0762001_S_samsung-notebook-bag-800707357,laptop,三星,"Samsung 手提電腦袋 13.3"" ~ 15.6""",168.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/其他電腦產品/電腦袋/Samsung-手提電腦袋-133-156/p/H0762001_S_samsung-notebook-bag-800707357
,250,H5866001_S_MR9V2ZPAC,laptop,APPLE,"2018 MacBook Pro 13"" 觸控欄 512GB 銀色連 AppleCare+ 3年保養服務",15888.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-13-觸控欄-512GB-銀色連-AppleCare-3年保養服務/p/H5866001_S_MR9V2ZPAC
,251,H0710001_S_STM-114-106M-47,laptop,STM,"Grace 系列 13"" 電腦套 TEAL DOT",250.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/時尚服飾/女士服飾/袋-銀包/電腦及平板電腦袋/Grace-系列-13-電腦套-TEAL-DOT/p/H0710001_S_STM-114-106M-47
,252,H6603001_S_Acer_SF515_51T_57PL_NX_H7QCF_001,laptop,ACER,"SF515 15.6"" IPS FHD i5-8265u 8G 256G SHARE Win10 Home (銀色)",7299.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/SF515-156-IPS-FHD-i58265u-8G-256G-SHARE-Win10-Home-銀色/p/H6603001_S_Acer_SF515_51T_57PL_NX_H7QCF_001
